main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
7,574,9,757,23,171
7,766,826,978,2,575
9,150,47,122,2,891
8,913,3,638,254,209
9,802,36,138,4,88
7,521,6,806,5,51
9,875,42,816,398,942
8,252,8,753,32,477
9,518,13,866,5,556
7,901,3,375,24,72
8,769,2,742,17,235
8,742,8,591,48,387
797,434,7,663,4,190
8,433,8,768,3,350
8,364,8,485,4,645
9,546,8,751,3,849
9,679,20,396,4,694
807,445,9,215,21,786
798,896,5,632,4,986
9,255,4,335,28,912
9,44,9,976,9,32
9,840,8,978,5,507
8,951,6,485,5,380
9,168,9,114,43,291
7,537,7,600,13,702
8,359,46,89,24,423
7,644,8,732,5,461
9,122,3,865,2,825
7,743,11,654,4,377
7,819,9,368,6,355
9,91,7,901,9,654
9,112,7,956,10,696
7,990,7,76,10,796
9,914,25,891,34,807
898,113,7,568,2,785
8,364,16,583,5,610
9,216,540,635,24,426
8,107,5,122,533,687
9,416,29,432,4,456
963,185,3,950,46,970
8,753,5,149,530,435
8,930,9,905,528,708
7,718,32,393,49,796
8,419,4,266,5,481
8,328,7,246,5,307
9,231,5,147,2,171
9,230,33,500,827,80
8,31,4,753,3,668
9,549,5,205,5,316
9,993,15,660,19,322
9,474,38,628,39,227
910,224,9,381,5,261
9,680,23,205,1,444
7,717,8,519,9,680
978,367,8,48,42,993
7,540,6,139,6,203
9,816,6,846,24,533
9,89,11,551,4,152
9,571,5,736,9,387
7,655,19,78,46,542
9,556,24,876,5,160
8,653,5,585,42,34
9,903,12,587,20,895
8,553,19,922,1,119
8,875,5,582,31,210
7,567,4,95,261,572
9,826,7,305,3,726
8,376,1,856,5,451
9,892,568,702,4,485
9,461,21,99,1,744
8,99,8,428,19,88
8,279,8,627,4,76
7,599,3,141,3,934
978,695,4,568,7,873
9,388,35,571,5,257
8,269,6,26,3,975
9,556,39,815,2,166
8,20,8,972,7,914
9,315,963,67,38,111
94,854,45,153,47,827
9,836,8,395,8,488
9,831,5,584,2,295
9,900,9,226,25,428
7,708,7,270,31,72
7,908,9,326,12,414
8,840,1,565,3,934
8,812,650,883,4,650
8,628,22,72,5,800
769,993,6,806,11,301
9,791,9,457,4,814
7,968,31,279,3,365
854,581,9,816,8,700
9,999,8,327,12,828
7,633,7,229,39,795
8,364,8,72,5,325
9,347,7,484,5,530
8,764,6,624,910,792
987,924,8,646,9,5
790,601,27,270,48,252
8,425,9,203,5,455
9,777,559,418,43,766
9,888,2,575,41,454
8,912,9,803,5,31
949,22,12,438,2,155
9,644,26,649,4,315
7,572,1,955,3,733
9,654,7,23,2,901
7,562,9,354,9,273
8,459,7,107,3,663
9,656,3,551,28,976
7,882,346,886,4,563
7,826,704,641,20,574
8,512,43,760,5,298
9,12,8,119,4,823
9,604,7,330,5,230
779,481,31,61,5,79
8,918,9,574,4,646
9,991,2,894,5,381
7,601,7,472,1,151
919,382,983,70,2,845
7,835,28,747,4,94
8,157,3,962,22,603
8,9,4,521,47,436
9,471,6,147,10,652
999,109,737,272,3,447
9,409,483,923,41,742
8,297,8,172,3,749
7,960,8,604,3,51
8,548,8,683,46,531
9,321,46,827,7,134
9,612,7,696,11,449
9,346,8,438,32,427
8,176,8,324,42,923
972,719,9,462,2,362
979,618,3,740,2,647
9,336,1,897,4,596
9,413,8,2,5,133
8,692,33,554,17,886
7,708,3,353,22,264
7,552,9,436,43,685
8,373,8,546,4,758
8,944,29,934,14,534
8,182,16,501,3,981
8,489,9,23,2,45
9,658,8,51,5,65
8,967,29,415,44,243
9,194,48,948,9,671
7,649,2,339,3,631
9,787,5,574,27,66
846,656,281,607,4,243
7,722,3,491,28,479
8,674,3,440,4,142
8,96,6,215,8,193
7,936,7,479,19,536
7,675,28,893,4,99
9,10,3,378,4,319
9,421,7,537,5,672
7,549,620,464,263,169
9,237,4,223,21,803
8,613,9,90,20,256
990,452,3,133,13,645
7,700,3,807,4,304
9,29,837,771,33,109
788,368,11,373,22,679
8,533,1,781,23,392
9,345,6,255,31,625
7,801,6,929,11,421
9,581,7,824,4,945
9,449,6,229,27,639
7,962,8,837,2,310
9,187,202,114,5,588
8,501,7,496,3,221
9,621,12,187,5,589
7,544,41,962,35,683
8,943,5,380,45,429
9,235,6,71,32,763
8,169,9,351,43,187
9,952,705,321,24,766
7,870,3,443,4,84
8,807,38,150,10,465
901,456,8,339,2,799
9,296,8,156,404,952
7,823,7,87,13,375
7,609,4,143,47,663
8,970,5,31,29,277
7,741,8,618,25,331
9,514,6,879,46,999
9,136,5,37,35,755
8,288,4,155,32,545
8,874,7,517,4,74
9,489,41,613,5,507
8,418,6,107,4,472
8,504,9,615,3,291
8,538,6,430,1,624
7,531,22,322,1,520
7,949,9,436,9,878
7,858,8,899,2,844
8,245,8,402,5,276
9,777,8,178,47,576
7,622,5,860,10,615
8,144,779,357,60,341
880,344,5,285,4,830
9,90,4,39,44,635
8,902,6,539,3,583
8,121,4,41,5,565
9,142,519,824,49,899
8,268,6,76,3,555
8,39,6,499,12,489
8,426,9,589,3,412
8,627,6,779,2,137
8,610,20,574,9,38
8,249,48,757,520,383
97,966,17,84,5,522
785,656,42,320,48,580
8,173,8,135,18,287
8,394,92,630,38,374
8,739,7,837,531,622
8,873,3,623,44,731
7,951,4,119,43,220
8,669,9,791,10,299
8,354,802,981,8,239
7,558,35,522,554,821
8,171,8,19,8,833
7,958,2,993,48,504
8,251,7,926,2,390
8,714,8,666,10,925
8,776,8,688,1,956
7,821,37,890,34,384
8,975,28,255,5,221
8,971,6,440,486,48
8,939,20,528,49,527
9,81,2,145,25,697
9,42,1,580,28,776
7,582,8,48,26,375
8,988,4,997,40,584
9,321,6,748,16,265
7,814,5,673,4,275
8,118,6,703,5,558
7,943,9,710,14,386
9,737,577,314,5,226
8,74,8,127,49,456
9,774,5,315,40,910
9,587,40,535,18,680
8,74,6,971,6,938
8,563,2,504,3,898
8,630,5,866,41,690
7,991,2,623,7,426
7,662,7,915,3,673
8,146,6,654,4,97
8,545,38,975,2,557
8,790,7,562,5,692
9,253,1,385,4,553
8,494,1,704,275,200
7,668,3,753,5,197
8,945,5,204,3,65
8,914,46,839,1,332
8,497,6,321,7,303
9,157,20,613,39,673
8,703,49,235,15,22
984,828,5,709,18,449
9,159,16,419,502,518
8,764,39,270,3,203
8,690,8,452,41,82
8,116,45,422,28,577
7,555,7,492,5,25
7,499,970,358,4,2
8,100,7,318,5,669
9,979,7,246,5,574
9,565,6,902,38,713
7,500,35,743,6,320
8,796,6,6,5,460
8,863,9,211,4,423
7,983,15,753,4,424
9,402,14,465,2,566
7,847,36,498,2,607
8,993,649,76,3,312
9,322,5,717,2,988
917,164,3,492,3,766
7,856,6,511,35,148
8,483,27,171,4,761
9,711,11,860,5,507
9,851,9,817,5,680
8,363,20,661,22,400
7,537,5,389,11,581
7,627,24,437,4,771
790,370,4,592,24,687
9,4,6,811,21,247
8,662,2,117,33,211
8,648,7,814,41,885
9,344,20,936,4,0
9,482,6,379,533,567
8,554,5,185,33,347
8,850,38,529,29,900
9,943,184,899,20,284
9,910,5,943,5,257
9,750,18,89,53,289
9,191,9,664,34,52
8,750,3,32,56,295
8,69,9,228,10,931
753,198,4,822,329,434
8,947,6,42,267,555
7,980,7,0,42,684
8,544,8,932,4,574
9,661,7,924,30,462
9,222,5,976,24,946
923,114,31,862,2,51
9,411,8,518,15,659
9,605,6,833,29,126
8,740,5,891,10,150
8,626,6,710,5,62
9,169,9,334,10,241
9,915,8,625,18,336
8,559,843,218,15,381
803,453,420,526,5,982
7,570,5,117,3,712
8,421,8,609,3,172
909,648,669,768,5,402
7,874,8,161,4,592
750,421,389,752,29,802
8,856,1,556,5,90
9,317,35,553,48,143
7,639,4,457,38,985
8,263,3,961,3,386
9,852,49,886,3,709
7,562,9,70,3,649
8,560,3,9,5,649
9,433,14,77,8,30
7,813,8,298,41,241
7,727,9,781,12,335
8,407,8,746,561,859
9,993,3,414,10,716
8,392,6,576,1,443
8,854,26,436,18,386
8,607,7,145,30,967
7,576,1,874,3,57
788,983,3,407,518,693
890,553,6,955,36,8
9,7,9,534,45,223
8,79,8,952,3,992
8,199,33,585,29,402
8,891,220,69,1,65
8,833,49,361,15,246
8,389,49,154,20,635
7,849,2,958,18,524
7,918,5,883,18,560
9,814,9,838,4,692
9,106,5,919,9,300
8,255,740,690,6,132
8,523,6,201,3,758
7,543,5,207,5,3
9,189,4,87,3,905
9,911,9,321,39,34
9,783,19,505,16,656
9,908,8,304,3,811
9,330,6,563,16,736
9,293,25,503,2,756
8,415,5,480,37,7
77,791,42,431,3,726
9,203,9,177,31,413
819,624,24,862,3,672
8,738,12,350,18,938
9,867,6,531,3,471
8,565,8,154,9,206
9,451,11,580,10,668
900,16,38,59,38,974
9,58,923,787,3,532
8,398,8,740,13,363
8,707,35,115,18,292
8,352,4,180,5,506
8,71,45,3,13,424
7,879,6,812,18,192
7,877,5,100,8,58
8,140,4,521,37,797
8,494,2,591,3,352
8,32,6,38,41,117
7,864,18,88,459,714
996,71,28,309,3,427
8,232,9,247,38,875
9,127,7,906,3,5
809,753,37,3,25,219
8,577,48,0,5,633
7,682,3,22,26,665
8,482,573,87,8,60
9,305,750,252,21,341
8,402,3,788,4,149
797,477,3,453,4,414
9,83,5,195,6,328
9,71,6,549,512,450
9,57,26,342,28,548
8,39,6,139,493,249
8,172,21,820,2,509
8,597,40,971,5,677
7,643,1,905,14,998
9,177,7,391,9,743
8,581,9,501,1,881
9,566,6,970,42,481
8,123,6,685,2,983
9,846,9,312,12,167
9,685,865,623,2,780
8,867,21,675,182,130
7,524,3,269,12,117
7,798,14,347,12,913
7,954,9,566,11,291
9,38,16,959,1,661
8,959,6,315,2,664
7,687,15,70,3,678
9,755,34,288,44,689
8,73,4,485,39,352
9,369,41,556,5,7
935,439,3,510,9,318
8,530,5,490,5,684
9,981,3,18,21,232
830,813,6,414,4,129
8,228,6,786,19,285
751,661,4,163,4,903
7,652,3,174,18,764
9,205,21,238,5,162
8,289,4,376,2,753
9,114,7,211,9,204
9,219,811,919,1,784
8,574,8,473,5,163
7,800,5,115,36,473
8,590,18,594,23,327
967,793,5,51,337,779
8,160,2,343,5,339
7,598,5,996,3,594
7,682,9,442,2,561
9,43,5,29,26,0
9,555,1,570,8,900
9,693,9,429,2,936
8,51,9,34,41,395
9,555,7,481,3,508
7,699,23,463,3,151
8,524,466,553,43,785
8,353,5,300,5,115
7,638,18,599,8,691
870,374,2,657,23,531
9,160,3,209,15,794
9,148,252,46,7,319
8,8,5,649,7,519
8,269,8,878,2,103
8,822,9,562,30,38
9,617,22,827,6,754
9,668,37,595,2,69
8,808,6,856,12,301
8,121,9,537,16,663
9,33,7,865,32,687
9,180,6,591,22,607
9,122,6,45,316,120
8,721,692,403,3,473
9,976,2,511,14,315
9,401,9,940,45,413
9,163,6,943,5,273
9,869,5,244,41,942
8,38,802,885,5,562
7,727,7,10,29,707
8,302,30,213,4,973
9,357,4,825,19,716
7,936,8,137,41,5
8,423,48,321,2,738
8,450,1,864,13,659
915,363,7,687,2,509
766,741,1,624,4,441
7,775,40,814,11,617
9,194,4,796,713,267
9,717,6,438,18,728
7,727,17,852,5,710
9,567,5,202,5,691
8,777,6,93,5,560
8,472,3,305,5,556
8,743,6,284,4,66
7,600,44,897,35,319
9,694,9,907,19,483
9,899,8,553,24,416
7,693,9,17,15,113
8,433,2,984,18,616
8,456,5,831,2,879
9,60,7,428,4,512
7,952,4,872,40,518
9,943,20,620,26,209
9,132,6,143,3,929
7,649,31,175,10,155
8,945,26,337,563,924
9,590,5,637,9,788
7,529,5,795,515,564
9,29,24,847,963,639
7,769,9,407,24,512
9,596,3,188,4,135
9,892,7,43,3,63
897,97,6,191,30,652
8,795,4,786,5,356
9,639,4,88,1,893
7,835,6,975,975,156
8,753,31,336,27,773
9,918,8,65,2,739
8,839,6,892,14,967
7,705,7,976,38,956
9,296,12,964,15,272
95,210,5,749,5,335
828,163,8,6,12,416
8,307,4,572,5,321
8,932,6,35,29,339
8,436,5,112,13,11
8,365,6,778,17,13
8,883,6,572,36,900
9,432,26,775,35,320
986,487,5,413,17,773
7,996,7,697,12,886
8,20,4,63,3,586
794,236,5,906,5,359
7,669,7,699,3,793
9,428,8,240,5,379
804,139,18,31,60,368
9,647,44,657,46,825
9,211,4,731,15,516
9,390,4,774,8,316
9,683,2,941,46,430
8,755,3,956,8,561
8,11,4,552,14,982
9,543,7,128,242,128
9,746,4,125,46,983
9,950,9,395,33,797
9,518,14,536,549,327
9,129,4,478,4,83
8,487,540,529,2,808
9,965,42,39,2,673
787,110,8,879,25,985
8,884,6,796,3,55
8,584,15,321,2,384
8,343,8,170,40,576
9,501,8,831,14,779
8,28,6,927,5,580
8,72,6,684,5,239
9,565,9,28,3,492
9,880,3,581,19,371
9,357,4,634,49,962
8,124,9,967,11,914
9,269,15,281,27,383
8,481,16,964,25,666
769,578,5,132,9,878
8,258,5,980,2,800
9,913,23,975,20,237
9,199,4,808,531,48
8,265,6,374,1,257
8,912,34,725,1,452
9,406,789,474,3,820
8,386,7,293,1,65
8,735,5,50,21,216
8,44,774,650,36,463
8,349,7,457,21,822
8,831,6,338,323,105
8,983,8,17,17,429
9,698,3,407,5,661
8,633,5,717,5,631
8,957,44,529,1,264
9,743,7,343,4,196
7,691,9,704,8,404
764,835,33,895,1,382
9,462,7,96,2,86
7,829,7,921,49,120
9,627,8,83,29,132
8,406,7,520,28,199
9,301,8,379,2,689
8,581,13,394,4,99
9,124,4,766,1,81
8,273,7,361,1,700
8,120,9,477,31,533
8,175,7,731,32,225
785,81,5,83,19,949
8,76,29,335,5,27
9,323,8,145,4,306
9,42,16,755,42,790
992,497,8,593,46,760
9,500,5,381,4,286
9,419,7,802,11,1
9,906,3,483,4,732
8,728,7,11,4,997
900,463,7,509,22,661
8,556,5,721,23,917
8,275,2,503,5,277
815,527,9,579,48,897
8,142,19,273,3,390
8,885,31,945,1,564
854,658,7,655,24,952
9,2,9,789,2,720
885,320,9,992,45,40
7,902,28,232,3,836
9,895,1,414,35,992
9,987,62,816,1,586
8,15,9,698,14,823
8,651,35,579,1,963
9,726,30,906,56,93
7,856,8,757,5,650
8,827,17,539,1,611
8,751,8,867,38,529
7,650,137,103,339,742
95,74,737,989,32,927
9,56,7,632,43,995
9,506,9,406,3,633
9,476,1,223,5,83
8,784,7,656,24,855
9,332,8,723,29,774
8,806,15,30,2,712
8,784,9,787,499,421
9,862,16,761,5,181
8,103,43,82,41,942
7,625,6,836,15,849
8,915,4,454,3,118
7,655,8,920,41,782
773,786,4,98,10,93
7,733,3,682,16,840
7,797,9,92,26,748
7,679,5,208,3,103
8,548,7,855,4,584
7,716,7,706,14,870
7,499,3,503,5,161
8,292,751,741,46,283
8,672,48,849,1,896
9,368,580,162,2,744
8,984,36,1,16,710
8,185,2,155,10,301
9,505,4,101,3,530
8,964,5,864,18,345
9,853,7,134,43,931
7,659,8,548,11,567
9,236,5,931,22,486
9,743,24,744,35,866
9,520,7,343,4,844
7,849,6,320,44,498
9,733,9,385,48,726
9,588,9,867,9,84
8,425,15,9,4,2
8,993,8,451,4,411
85,685,344,888,1,828
8,866,33,759,33,993
9,635,48,14,28,890
9,141,3,807,4,265
7,951,9,742,5,304
8,506,7,191,19,220
7,772,9,527,3,895
8,982,3,509,47,170
9,57,49,201,357,458
8,261,8,748,2,418
8,5,14,23,4,449
9,463,6,747,24,728
9,328,14,76,13,523
9,876,9,491,5,402
9,832,21,392,34,114
9,240,6,566,2,14
9,577,5,485,3,769
8,345,6,616,38,417
8,410,9,33,3,919
8,781,6,124,22,455
8,386,2,767,10,216
8,419,6,594,2,523
9,746,7,493,109,706
9,393,5,222,38,812
861,201,11,382,42,152
9,273,3,445,48,43
7,704,5,354,33,426
8,473,9,86,27,521
97,357,6,256,8,683
8,556,7,403,48,533
7,654,674,508,23,270
8,854,2,794,2,634
7,889,5,150,18,732
8,256,2,353,5,319
8,850,566,436,4,239
8,452,4,547,3,933
9,698,4,72,5,661
8,772,7,945,33,95
8,357,9,37,5,614
8,680,11,871,2,620
7,751,4,530,10,674
9,267,7,14,3,526
9,846,34,74,47,476
8,244,5,112,1,592
8,152,5,569,5,328
8,404,5,297,3,985
8,746,6,275,8,188
9,609,13,846,32,422
9,802,8,571,17,650
9,101,260,996,45,9
9,737,18,661,5,87
9,723,8,417,3,503
7,763,8,385,4,357
7,682,3,46,18,77
9,16,8,367,2,580
9,184,33,455,3,461
8,162,12,244,5,176
9,498,12,285,34,775
8,866,408,294,5,554
9,542,722,976,5,180
962,354,1,630,23,232
7,582,9,707,20,439
8,756,5,387,4,476
9,198,5,623,10,613
9,607,9,748,5,432
8,436,9,943,34,549
9,773,7,39,36,671
8,987,2,361,42,83
8,845,4,559,18,841
8,352,11,991,2,441
982,345,47,918,4,446
9,500,9,381,4,394
9,833,43,107,26,929
9,423,9,622,3,92
8,496,8,293,21,88
7,932,8,677,3,522
8,668,5,181,47,829
9,741,4,93,5,90
7,840,6,827,28,926
831,656,2,954,13,733
83,301,24,489,202,427
9,730,6,143,3,474
9,330,8,710,3,215
9,130,7,106,11,647
8,148,7,217,14,478
8,486,4,29,32,250
10,0,22,970,37,480
817,664,36,895,49,828
9,536,425,948,4,482
9,645,11,435,5,47
8,547,5,856,7,992
8,237,9,62,344,58
9,722,4,617,21,81
8,575,6,1,5,693
9,483,3,437,4,389
7,670,22,187,5,149
7,681,3,756,26,12
8,958,7,519,30,708
8,397,6,323,14,960
7,693,8,43,45,295
7,649,47,246,46,562
8,50,15,754,28,217
892,351,43,860,38,527
9,28,9,363,2,55
7,665,8,675,5,18
8,235,4,543,18,961
975,160,7,917,16,225
9,507,8,607,39,156
7,807,7,219,4,137
81,3,8,705,12,333
7,627,7,93,544,510
8,533,38,827,4,874
7,962,9,551,5,115
806,700,10,0,1,497
8,190,666,735,2,715
9,113,1,451,25,68
8,149,17,707,16,467
7,527,784,734,10,457
7,526,41,483,312,168
8,951,6,875,2,893
9,491,8,338,6,949
9,220,4,883,13,933
7,559,6,526,5,82
8,60,6,779,703,976
9,24,687,980,40,583
7,512,25,398,3,206
9,573,9,150,19,134
7,856,921,297,11,871
8,624,9,504,2,859
9,83,3,647,12,382
9,936,6,173,33,177
9,822,8,73,24,974
9,846,20,412,22,958
9,695,5,867,4,964
8,132,8,974,6,345
8,960,7,273,4,127
9,169,42,703,7,401
9,565,9,81,2,48
8,803,9,974,4,485
9,915,6,190,4,866
8,241,9,126,35,318
9,324,7,947,46,146
7,783,8,130,650,76
7,644,9,690,48,798
7,856,2,155,4,471
9,572,20,102,5,4
8,796,647,539,15,702
9,661,6,840,6,217
7,753,5,518,5,147
8,886,5,632,19,552
9,396,7,365,44,490
99,900,3,528,47,117
8,480,730,676,29,430
9,148,2,570,2,824
8,143,30,248,4,189
9,845,3,353,21,447
9,415,4,489,5,667
8,372,8,207,2,164
8,940,35,270,325,15
9,885,4,852,3,106
7,911,2,487,4,272
7,798,6,414,14,230
7,880,6,334,43,485
9,519,3,939,3,251
8,87,2,987,8,497
8,994,8,521,3,641
833,379,4,651,24,518
9,726,7,678,5,441
86,876,1,703,18,396
9,857,9,681,44,45
8,996,42,32,5,213
875,152,8,319,5,487
9,572,5,578,52,617
8,191,951,538,19,963
7,597,6,898,10,925
966,427,26,748,18,325
8,903,462,184,298,971
8,253,6,175,4,72
9,771,4,890,4,591
9,532,17,567,2,614
8,479,6,568,43,767
9,572,14,595,21,754
9,602,41,363,4,874
817,815,2,972,10,437
923,784,5,4,13,284
9,323,5,890,3,484
9,877,5,243,19,510
7,890,21,291,35,336
9,356,6,658,1,597
8,806,27,881,20,300
9,726,9,249,39,267
7,969,35,533,23,283
8,308,3,181,10,128
840,616,994,39,15,918
7,942,2,224,33,954
9,692,9,807,379,793
9,264,5,156,11,879
7,837,1,852,5,309
8,355,4,23,15,719
7,806,5,497,41,551
800,526,8,54,2,231
7,810,7,756,8,958
9,657,8,948,4,254
802,619,5,252,14,886
8,211,13,311,2,509
9,474,47,454,37,30
9,4,5,751,2,188
9,200,27,997,1,999
84,473,9,226,2,806
8,872,8,576,37,928
7,734,8,700,10,323
919,690,5,156,25,131
9,634,9,513,13,485
9,771,3,864,4,27
8,803,2,135,5,471
7,763,6,927,45,400
977,351,285,795,3,163
8,586,5,63,4,292
9,739,8,340,1,314
8,222,5,283,2,121
9,162,5,390,5,212
838,641,3,16,9,178
7,663,6,327,2,826
8,338,2,257,2,479
9,53,6,783,21,580
9,992,7,653,40,934
9,333,5,161,9,615
9,602,1,597,17,967
8,441,7,944,33,57
9,61,8,754,29,823
7,672,2,626,22,952
8,922,7,132,4,641
942,576,15,476,2,385
7,935,8,373,4,82
8,808,22,408,17,177
9,17,23,114,8,452
9,239,9,421,3,780
832,696,8,558,2,192
8,978,21,810,4,74
9,124,8,10,3,402
8,241,11,927,4,491
938,596,7,981,22,602
7,734,9,36,2,566
8,233,9,18,8,733
9,226,5,195,315,818
9,157,3,287,12,55
7,551,81,859,213,120
965,80,9,367,41,984
782,870,21,493,4,159
9,454,5,8,19,713
8,962,36,737,5,540
8,492,9,237,3,409
7,966,19,401,5,596
9,889,8,750,5,661
79,201,6,114,3,912
8,286,3,520,3,929
7,670,15,96,3,918
8,763,5,426,43,753
7,859,4,718,20,676
8,392,5,11,3,762
8,152,961,324,23,937
8,617,5,928,23,144
9,74,7,51,18,701
8,108,9,833,4,112
8,846,8,977,1,867
9,928,6,48,21,803
8,310,5,89,5,381
7,916,9,858,36,551
9,903,13,154,4,662
9,553,7,711,38,376
9,654,3,977,5,115
7,886,5,678,38,756
9,526,793,891,21,391
9,842,48,885,2,299
9,574,382,705,3,435
9,230,4,491,45,87
7,518,18,906,4,648
7,979,5,391,45,491
9,652,33,316,26,762
9,595,8,877,517,390
81,923,3,466,4,714
8,853,35,972,2,507
8,249,8,262,45,16
8,510,9,728,21,601
8,222,7,792,22,663
8,579,608,879,11,15
8,265,26,271,44,587
9,587,8,439,7,408
7,961,5,729,2,832
8,95,9,264,19,959
8,400,3,961,2,418
8,440,8,296,3,254
941,145,499,12,11,587
9,832,35,907,15,62
9,967,49,888,29,796
9,930,9,404,4,682
9,485,6,585,2,429
8,615,6,347,5,518
9,691,3,685,4,330
9,824,6,453,5,162
9,993,632,960,19,315
9,113,44,501,2,705
8,831,930,584,9,839
8,422,971,279,3,637
9,169,6,353,189,72
7,533,24,56,34,887
8,712,4,867,19,780
9,184,1,381,2,346
8,455,2,878,29,4
7,708,19,786,4,753
8,896,323,389,13,596
9,920,7,721,492,597
9,320,39,991,24,334
7,586,5,539,30,196
8,619,7,454,34,20
9,114,9,672,1,399
8,130,40,188,5,680
9,643,5,42,4,431
8,614,2,439,5,171
951,750,8,789,5,130
9,994,3,258,48,73
9,520,5,709,4,697
9,486,8,398,4,511
8,427,19,530,3,557
8,179,5,197,5,513
8,319,953,42,1,735
945,863,6,582,39,7
946,590,25,480,3,682
8,108,9,786,29,975
8,363,2,715,2,87
9,223,39,540,4,827
9,109,302,504,29,202
8,548,9,44,1,596
8,829,17,872,26,76
9,585,7,347,5,117
8,419,824,263,35,555
7,585,28,182,9,63
7,988,7,977,22,955
959,299,591,511,318,801
7,738,6,92,34,745
8,786,9,194,36,707
8,942,8,406,13,554
9,358,11,932,33,310
9,113,507,560,5,437
7,587,6,832,20,334
8,375,8,887,48,732
810,332,5,643,19,766
795,309,5,201,3,504
8,17,2,54,1,391
9,79,5,288,21,410
9,64,25,570,5,125
9,543,32,39,4,686
8,877,6,39,7,13
8,789,5,40,8,322
987,513,3,406,2,735
8,301,2,970,27,55
9,230,572,76,2,701
8,621,3,706,2,325
9,147,2,763,2,953
9,939,5,116,3,283
935,151,8,128,790,722
9,987,2,236,4,449
8,547,21,110,5,197
752,954,3,816,11,42
9,355,7,163,21,157
7,861,9,193,545,409
8,270,6,702,44,578
9,521,6,997,2,248
8,649,3,995,10,578
7,842,192,12,4,869
9,839,30,677,5,610
8,985,8,530,37,38
7,703,14,109,16,109
9,37,9,784,11,658
7,826,46,594,6,50
7,896,32,513,2,693
8,176,906,105,3,866
9,572,25,755,5,119
9,154,6,939,15,960
8,45,5,580,25,93
8,644,468,539,5,484
8,636,7,100,898,115
8,16,22,475,8,900
752,223,44,652,22,928
7,689,20,205,2,725
9,90,7,1,2,113
9,494,20,540,23,81
9,940,5,873,4,347
9,114,17,484,2,148
8,592,2,510,5,85
8,539,7,426,3,387
9,953,3,187,18,204
8,518,27,915,3,899
9,33,7,962,9,112
9,529,7,773,9,583
9,980,28,996,5,235
8,741,5,296,16,76
9,694,11,912,48,198
907,539,7,618,9,176
7,596,6,402,4,207
9,841,7,443,4,79
807,15,488,657,8,243
9,559,7,517,1,584
7,500,5,891,22,260
850,347,369,221,5,265
8,292,18,506,43,309
8,427,9,474,21,12
9,255,9,470,2,35
9,14,12,53,38,365
8,189,416,77,33,783
8,977,7,518,5,702
9,665,3,333,4,834
9,7,5,709,2,672
8,623,21,791,4,184
7,814,3,364,3,804
9,523,2,824,3,118
875,11,4,687,2,753
7,987,7,137,3,956
931,281,593,126,5,35
7,907,677,632,36,644
885,346,7,220,5,631
9,297,373,513,5,673
768,307,4,789,17,677
97,611,6,40,5,35
9,305,8,270,3,214
821,817,6,250,3,248
7,603,16,284,14,6
7,658,3,243,6,809
8,521,8,491,3,56
9,197,5,599,3,959
899,836,5,705,9,460
8,130,5,830,4,763
8,62,5,892,5,585
7,701,59,101,5,186
8,175,5,881,561,474
8,78,4,127,14,800
7,627,6,211,15,413
7,974,8,158,5,135
7,678,7,252,4,305
7,705,24,748,748,917
8,553,323,21,3,49
8,942,5,520,8,238
7,691,25,101,3,248
90,524,4,765,3,623
9,185,7,278,33,60
7,934,26,981,18,762
8,769,718,883,3,31
8,123,7,930,25,678
8,392,770,804,4,416
7,960,6,281,17,694
9,895,6,666,17,794
7,800,9,826,35,251
759,98,5,970,5,50
9,916,49,984,8,954
8,22,8,924,3,870
842,430,17,618,324,536
7,638,15,901,5,686
8,197,9,930,24,318
95,116,8,739,3,971
7,991,9,330,36,90
915,977,3,701,164,11
7,701,6,747,35,326
9,6,938,900,41,22
85,240,5,343,13,439
945,196,564,420,37,515
7,611,7,263,2,453
9,890,22,647,43,850
9,323,9,123,12,427
9,288,20,854,15,612
8,203,7,466,49,264
9,682,9,450,35,89
9,507,22,305,3,417
9,649,3,80,4,737
7,937,25,432,12,571
8,688,6,572,5,632
9,694,3,604,5,450
8,312,5,601,57,225
9,770,22,48,5,391
7,623,23,194,5,664
7,901,2,688,5,701
8,937,564,825,4,297
9,159,7,760,41,946
7,596,12,129,3,923
8,196,6,559,3,170
794,762,12,513,3,80
7,875,6,837,34,809
9,690,8,659,3,884
7,537,7,489,8,906
8,782,5,385,22,960
9,48,38,610,22,522
8,670,3,560,27,892
8,117,27,715,3,877
7,945,5,431,11,683
9,865,6,343,19,530
7,565,2,614,34,156
7,851,37,895,482,961
7,761,6,915,9,808
7,747,520,684,34,937
8,546,8,953,21,357
7,965,7,41,23,676
9,515,6,83,5,668
9,556,49,435,4,121
8,320,175,391,5,135
8,112,8,198,42,351
843,111,2,699,2,880
819,309,616,460,3,158
9,343,3,921,7,447
7,728,6,970,5,355
7,885,5,105,2,801
9,569,5,938,1,374
948,325,12,261,10,62
763,121,2,203,46,606
8,491,3,910,31,160
7,563,6,997,39,43
7,518,9,811,3,481
7,913,93,806,11,646
9,220,76,634,37,38
7,520,6,492,12,197
7,967,4,603,3,549
7,820,4,525,37,325
7,751,4,914,43,576
8,92,6,519,3,82
863,904,25,11,2,849
9,803,9,400,42,837
9,977,6,337,42,889
779,321,8,226,9,689
9,463,5,802,5,35
9,939,7,448,5,147
