main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
6,397,2,254,7,99,8,221,48,932,31,635,2,556
35,393,5,439,12,569,6,449,24,647,4,719,8,932
258,678,36,747,36,993,7,342,18,28,9,285,6,293
15,74,13,307,41,308,9,20,26,666,7,253,9,46
5,572,30,540,2,273,8,763,16,109,11,534,1,379
7,220,5,157,3,960,9,674,10,915,34,479,11,112
214,220,4,36,5,440,6,561,9,538,5,358,18,124
2,699,42,569,35,388,6,680,2,146,5,463,69,167
12,62,2,375,6,795,8,55,8,203,3,594,6,604
1,906,4,656,5,365,8,273,12,20,3,502,41,719
1,694,40,402,6,274,4,803,9,173,44,880,20,852
4,431,1,240,5,999,8,8,2,409,1,271,8,897
47,82,23,501,46,625,9,134,995,135,6,957,2,604
12,156,28,216,44,106,48,269,461,371,2,598,48,47
442,276,20,67,6,23,8,586,1,579,8,55,1,488
4,985,24,978,19,770,6,959,9,649,8,111,5,424
4,119,2,459,7,556,5,628,5,635,5,811,17,827
6,696,3,851,23,389,9,85,1,872,8,852,6,796
28,719,44,803,8,543,8,167,282,777,4,421,6,195
7,839,35,694,32,629,48,511,43,534,1,932,8,624
6,97,5,387,3,857,6,409,2,523,4,381,5,745
5,595,5,511,7,879,4,386,8,592,7,378,8,950
6,49,3,806,5,746,6,974,10,715,4,291,7,771
3,975,5,214,5,375,5,259,12,445,12,536,7,772
3,604,28,759,7,578,43,497,2,564,8,241,6,412
38,301,3,982,3,709,9,412,16,506,3,199,7,765
5,795,44,431,7,609,6,272,16,712,7,629,7,234
44,206,3,834,5,636,4,972,3,679,8,65,6,503
17,893,26,894,2,681,9,869,1,931,5,664,5,553
2,910,4,928,20,719,8,934,638,870,4,300,14,735
5,756,33,8,5,372,9,751,53,643,15,688,8,391
43,434,5,73,6,121,7,278,27,52,2,622,43,869
14,949,17,366,6,83,7,632,23,281,8,317,43,918
3,166,36,863,5,451,5,289,19,6,9,141,5,448
32,62,4,668,8,302,7,525,18,915,6,796,26,815
21,359,1,670,3,753,6,774,23,415,5,109,5,291
13,810,4,615,8,259,5,509,23,873,7,660,8,527
895,995,533,500,28,137,5,150,2,106,8,610,5,372
7,259,16,822,21,721,47,968,4,450,23,963,6,76
20,877,4,629,1,635,44,446,14,314,14,737,16,894
6,440,36,126,7,958,8,986,6,790,47,728,5,140
2,102,2,865,7,343,8,935,8,901,1,828,8,768
567,860,4,792,17,927,7,359,26,109,4,503,31,960
5,101,22,657,6,211,7,301,1,362,1,633,12,458
53,325,1,849,635,921,6,479,5,904,8,133,1,0
6,854,44,836,3,720,9,973,17,663,8,237,9,195
28,900,4,843,37,384,6,307,7,668,5,194,6,190
1,732,32,615,8,451,8,241,9,388,17,319,5,497
40,187,2,890,49,952,5,510,1,667,6,301,9,564
35,685,3,574,43,712,7,169,16,145,42,593,19,2
3,346,3,959,5,60,7,366,2,394,15,38,6,743
7,505,34,535,8,360,9,205,9,564,5,940,26,828
1,596,1,928,2,799,6,415,9,287,28,906,9,224
41,273,22,333,20,257,9,12,13,852,4,446,5,358
6,145,14,663,6,766,6,463,21,26,6,19,57,49
15,944,14,173,5,828,9,553,44,356,8,288,29,205
1,417,2,704,6,582,6,467,11,928,8,615,5,97
15,692,5,497,21,626,6,565,2,678,5,483,5,191
29,134,5,535,7,94,8,125,954,480,3,462,9,580
11,733,15,927,760,445,5,252,8,276,7,833,3,996
725,650,5,331,21,36,48,382,10,977,4,614,18,917
66,345,17,667,8,547,5,964,62,118,4,88,9,229
6,366,49,342,21,9,7,957,22,765,9,174,8,506
21,146,17,252,42,618,9,614,6,598,6,125,8,343
31,962,29,383,32,992,7,130,24,246,30,120,8,514
3,838,48,466,675,93,6,491,29,788,3,68,5,536
3,730,5,211,1,436,67,256,1,294,9,302,49,434
1,498,22,758,5,434,7,583,9,145,7,778,20,420
37,653,30,705,12,604,6,994,7,826,8,101,8,873
18,555,1,819,5,704,8,31,18,455,7,742,4,450
6,382,27,642,5,972,5,296,25,112,45,438,7,951
3,471,13,826,21,821,5,684,2,71,23,371,5,97
6,64,4,166,3,278,9,281,37,19,2,688,41,585
4,590,15,925,1,852,5,179,1,896,3,427,1,939
19,93,5,41,7,167,9,557,15,194,38,22,2,950
6,715,2,99,325,342,7,663,9,675,7,570,6,839
5,737,12,848,30,843,6,961,1,441,23,604,14,272
4,857,5,480,6,26,8,320,11,952,5,0,7,593
13,802,3,523,8,206,8,342,8,879,7,508,4,902
5,799,3,636,31,699,8,762,15,619,4,852,7,321
5,475,26,578,405,71,5,675,3,85,6,653,5,495
30,711,2,667,6,65,8,261,23,327,20,339,9,69
5,331,5,182,7,440,6,301,908,389,1,320,10,845
3,197,2,616,564,174,9,623,26,940,45,615,7,394
4,495,4,508,7,748,8,480,1,249,12,275,16,868
5,647,1,426,7,636,8,580,23,843,17,479,9,977
3,553,3,373,3,679,6,191,10,500,8,532,2,27
7,262,15,600,37,87,6,149,17,435,10,666,29,753
4,860,41,61,6,712,9,285,9,712,3,521,9,659
3,462,12,332,7,338,5,539,25,85,9,866,2,851
10,308,2,626,5,861,7,682,2,341,32,188,5,85
5,473,4,757,37,422,86,989,12,276,7,543,4,390
7,109,13,18,806,395,7,8,16,605,6,117,4,997
4,800,1,798,3,938,8,756,15,279,7,303,9,20
27,491,2,11,43,232,8,161,24,768,49,779,7,183
5,549,1,864,54,771,6,963,19,347,49,269,4,645
6,895,35,241,16,24,6,660,27,790,9,165,6,727
38,628,3,97,20,406,92,514,9,287,8,824,7,160
20,419,43,298,6,666,7,245,2,673,9,670,24,676
5,198,2,661,4,544,5,492,2,173,6,919,6,357
5,237,3,92,85,613,4,561,2,72,1,249,29,433
41,868,2,820,5,267,4,589,26,886,9,302,5,675
41,417,3,367,5,180,5,858,24,766,27,779,44,429
48,676,45,653,8,489,47,992,15,778,8,563,21,677
621,538,1,875,7,242,9,900,11,703,7,214,80,172
7,342,28,813,7,450,6,114,1,495,6,281,2,726
19,645,46,560,21,902,8,509,9,748,4,956,30,933
6,594,399,983,476,869,6,343,13,903,21,670,5,402
4,56,4,457,44,353,7,908,23,629,22,815,5,513
6,923,30,73,49,819,8,492,2,644,28,503,47,824
28,698,4,165,32,963,46,634,2,328,48,550,9,253
426,327,5,395,6,798,7,214,41,796,6,109,29,743
4,479,3,879,38,330,4,923,13,58,49,587,7,185
7,440,12,296,4,848,9,109,10,408,8,748,40,617
2,79,4,106,3,14,8,831,53,35,9,104,8,130
6,154,5,106,9,592,5,424,14,602,9,404,6,937
18,199,22,815,36,229,43,80,13,747,6,134,5,524
686,346,12,900,2,452,8,808,2,886,21,416,4,377
4,963,37,564,5,78,4,902,17,139,9,309,18,724
5,928,2,906,19,508,5,631,6,964,9,560,3,913
6,409,32,305,245,868,6,610,26,619,16,607,5,512
7,87,20,460,9,382,8,389,14,310,8,461,12,71
6,136,1,871,22,770,8,967,1,309,7,505,6,130
34,35,26,348,4,154,9,525,11,192,8,203,8,15
29,680,2,371,7,536,46,659,23,612,6,891,30,480
3,110,12,249,7,750,9,408,2,503,3,759,3,690
6,427,5,176,760,146,4,305,198,363,10,853,3,878
16,799,32,783,7,968,4,597,15,722,9,562,45,400
48,3,4,493,18,855,5,640,25,961,5,563,6,523
730,448,16,451,3,232,9,928,3,667,6,16,7,395
42,755,2,423,27,813,5,814,20,246,43,753,5,53
5,20,33,123,795,348,6,833,8,851,20,974,4,281
14,602,3,343,18,562,8,868,14,767,4,627,5,794
6,144,5,223,10,608,8,961,23,802,1,957,7,540
2,282,12,555,20,551,6,405,205,681,9,289,4,604
8,523,13,522,13,425,9,519,2,314,33,621,7,617
7,170,46,332,7,133,6,45,2,854,5,140,8,965
48,516,14,785,7,950,43,205,23,917,9,327,8,113
1,486,1,944,8,5,5,725,1,93,4,498,4,838
6,612,4,893,6,329,5,466,1,860,29,613,3,828
425,231,5,118,16,426,7,89,1,870,6,674,6,455
6,393,16,195,6,450,9,587,19,62,6,237,22,391
28,561,12,37,8,171,9,631,1,365,9,14,7,287
2,848,3,550,1,674,7,832,7,375,36,756,8,811
47,509,46,682,3,253,9,590,20,638,9,958,7,707
5,316,1,559,4,786,6,34,33,122,22,627,9,388
6,86,4,398,5,978,8,646,23,53,3,15,6,319
7,64,46,589,8,187,4,400,5,563,7,792,7,180
3,9,12,724,6,578,7,763,6,286,31,32,37,71
3,532,43,739,3,800,8,952,16,48,3,730,6,422
2,683,40,101,8,318,8,388,15,388,1,587,7,84
5,542,43,588,6,781,8,132,15,761,9,303,8,680
5,848,2,619,12,248,9,326,19,174,6,169,31,722
5,471,127,974,1,898,9,473,19,220,18,952,3,117
633,409,3,710,689,258,5,424,25,780,19,700,5,742
31,33,5,91,3,200,6,651,7,836,31,658,1,609
32,355,3,515,38,500,9,38,1,999,3,147,27,691
7,447,3,46,8,21,8,564,8,879,5,260,9,936
12,53,3,541,4,62,6,133,1,136,3,996,4,331
5,134,15,638,15,896,45,655,46,161,4,762,12,930
4,992,2,569,2,277,4,385,14,473,7,951,1,353
10,387,13,726,5,250,7,765,5,432,7,991,6,209
6,747,3,57,19,103,6,463,686,510,5,682,4,528
1,112,4,289,7,711,9,249,48,302,34,241,3,520
7,398,1,863,5,951,8,35,19,870,23,750,5,364
7,180,44,19,28,872,4,846,17,662,5,302,6,330
11,137,4,623,5,920,8,690,13,172,9,89,7,186
607,187,3,435,17,305,6,343,1,475,9,127,40,830
25,618,32,50,35,974,7,254,26,971,32,666,3,238
1,964,268,960,5,801,7,86,7,401,5,766,54,810
15,581,1,725,5,638,9,260,3,938,2,108,17,758
6,624,16,574,8,170,8,449,524,869,6,699,5,242
19,141,3,522,5,891,9,693,10,335,7,548,6,764
7,487,37,382,5,643,7,40,1,980,31,775,7,364
710,518,4,741,6,332,46,484,1,936,25,393,26,138
38,438,2,622,35,660,9,465,20,117,28,186,6,549
39,14,42,923,14,559,4,903,2,197,11,4,3,331
29,833,2,792,5,830,9,63,1,280,20,27,9,420
31,906,17,633,1,941,6,432,13,541,6,395,7,109
3,967,37,487,1,881,9,117,22,964,8,129,4,619
551,872,4,615,840,645,8,486,2,346,6,246,6,600
7,659,331,354,6,698,6,650,8,636,7,397,4,300
6,960,48,286,7,700,5,990,13,362,24,407,2,400
5,804,3,479,11,619,6,531,44,786,6,111,3,359
9,830,45,544,3,603,8,445,1,60,11,554,13,137
17,171,19,450,4,665,5,298,2,604,31,348,17,165
20,504,4,519,6,238,7,287,17,102,18,406,8,491
17,218,25,698,8,645,7,543,2,660,8,375,39,207
7,351,4,405,8,50,5,476,14,68,16,995,62,760
2,679,426,713,5,828,4,803,15,500,12,3,19,424
3,995,26,839,7,403,8,968,18,192,9,729,14,110
7,465,4,256,7,487,9,121,199,831,17,160,4,160
11,995,2,933,3,778,4,935,5,523,8,990,8,926
2,995,3,874,758,670,6,475,7,636,5,469,9,289
3,366,18,422,5,228,6,188,5,68,4,797,9,501
5,435,44,703,994,651,5,169,1,450,30,748,24,756
40,126,2,921,5,994,8,42,16,384,5,36,21,349
5,765,1,831,6,855,6,700,25,697,9,623,48,377
6,943,5,362,4,79,6,960,8,112,7,914,4,104
5,951,502,308,5,977,5,347,7,301,6,512,8,650
7,94,4,865,6,895,8,53,9,995,8,130,7,51
5,986,35,116,7,245,7,405,20,828,6,630,5,500
18,149,13,903,7,817,9,29,2,612,4,37,29,955
3,720,46,611,8,440,6,807,2,330,4,536,7,196
31,281,3,947,5,417,4,732,2,253,27,691,6,850
42,540,5,550,4,202,9,884,13,371,20,109,10,371
8,676,2,538,11,99,8,418,1,564,8,45,11,518
5,436,201,727,8,8,9,559,10,624,5,17,7,485
4,52,21,752,5,857,7,687,9,932,7,915,5,958
6,263,487,168,7,413,9,31,5,489,15,94,1,683
4,105,1,424,4,922,4,871,24,645,7,339,23,513
2,117,19,93,6,796,7,421,4,746,11,722,3,693
5,614,23,239,7,44,8,867,9,631,31,29,8,642
19,666,11,773,442,210,4,390,22,879,8,864,49,689
4,359,5,218,28,810,8,994,9,447,8,700,8,233
2,689,48,824,7,454,8,577,1,359,5,404,2,249
16,781,17,747,808,886,5,322,16,909,10,900,6,347
8,56,3,32,3,79,4,613,14,879,6,607,5,778
922,444,17,38,7,911,7,502,19,751,3,414,11,49
5,436,28,877,7,242,9,895,3,837,4,974,11,12
489,734,2,546,6,373,8,304,3,299,39,833,7,210
6,721,34,767,5,52,8,5,1,401,17,353,6,576
7,490,4,739,5,416,5,726,24,200,9,71,15,806
5,541,5,207,5,356,6,408,13,275,14,21,7,512
3,186,53,527,8,218,8,858,1,482,7,327,3,596
5,84,35,256,7,62,7,660,1,309,16,774,8,939
3,433,3,820,6,546,9,157,36,966,48,660,9,252
7,255,19,480,1,451,4,293,7,985,5,185,7,154
3,747,31,221,37,436,4,815,13,977,15,760,29,589
5,370,46,510,4,306,9,263,26,315,7,913,5,225
2,497,49,852,514,511,9,72,1,949,6,909,7,220
14,301,4,469,5,524,6,996,1,424,8,836,6,712
11,667,33,191,20,647,9,854,11,126,2,449,35,264
6,241,393,436,5,110,6,842,1,210,68,669,5,630
39,805,49,947,7,690,7,216,7,537,2,638,9,218
35,726,36,979,37,944,9,98,10,344,7,865,7,272
12,152,15,188,768,104,8,509,11,536,6,337,9,595
6,185,14,729,8,584,6,274,23,719,7,665,6,984
5,168,15,608,8,318,8,314,836,198,6,18,8,567
22,151,18,340,25,596,8,419,9,941,3,176,8,454
2,835,5,92,5,421,9,277,23,318,21,601,5,317
47,340,47,614,5,817,5,406,9,657,7,751,8,294
2,995,3,627,5,938,7,473,1,255,5,807,23,276
4,666,3,95,11,873,5,906,20,370,5,551,3,624
3,619,4,554,4,355,43,414,24,862,9,408,8,138
6,954,20,81,8,19,8,694,24,592,13,270,8,888
20,933,23,658,5,45,5,403,24,720,9,849,42,137
9,539,36,91,15,38,8,278,16,839,49,782,5,731
9,244,14,229,5,616,5,255,13,14,2,806,6,538
1,89,4,205,7,176,8,145,3,731,11,80,5,892
5,648,48,670,32,330,6,251,6,164,5,236,32,218
11,223,3,492,5,744,8,256,6,720,6,498,7,899
5,215,5,251,7,567,5,508,26,241,9,439,8,707
6,937,13,435,7,702,7,888,9,904,7,911,6,635
44,250,5,160,3,534,6,795,8,457,1,936,6,989
24,654,23,170,6,308,8,982,21,3,29,566,5,836
393,425,14,347,3,411,5,798,19,963,49,825,6,119
7,479,18,934,44,558,8,849,8,627,6,632,13,516
6,203,462,438,9,667,46,77,15,573,7,420,6,698
7,94,42,765,7,473,5,587,17,798,6,485,8,604
5,773,11,625,2,426,5,491,2,428,4,88,7,942
1,695,38,6,6,119,6,989,13,881,9,563,5,320
11,441,370,958,18,347,5,187,10,181,3,403,5,585
21,777,39,329,6,913,8,562,2,206,4,472,6,337
16,850,20,503,1,355,9,275,4,891,5,985,18,240
6,243,3,250,20,262,5,921,16,779,8,199,2,120
486,369,14,214,5,654,7,977,20,798,24,668,5,515
3,987,20,269,26,875,9,258,15,372,24,55,36,511
6,174,4,722,3,904,8,748,19,644,21,808,8,128
5,366,22,868,4,908,5,499,10,910,26,121,5,85
5,63,5,550,5,608,9,695,17,530,8,340,2,48
7,53,5,289,24,376,5,684,2,494,8,351,35,503
6,168,3,122,6,664,9,660,5,33,1,191,2,647
573,260,342,681,36,792,6,659,22,332,8,164,5,954
5,819,25,253,8,158,7,132,11,436,6,747,26,557
5,326,12,153,4,297,6,601,4,884,6,46,13,505
2,792,44,448,7,667,5,596,8,238,6,897,9,165
5,50,301,870,5,497,45,578,22,949,7,964,7,394
5,373,4,743,20,426,6,86,21,374,3,942,6,937
30,556,2,719,6,452,8,245,14,528,27,687,6,94
11,234,18,742,6,21,4,493,1,391,6,904,36,819
9,263,48,372,18,93,5,725,1,879,6,182,5,835
12,475,43,394,23,634,5,613,11,564,8,622,6,940
33,3,3,41,46,189,6,520,2,570,9,504,2,269
450,728,16,174,3,927,46,167,9,167,19,452,14,167
1,270,20,11,7,709,7,896,7,636,43,458,4,306
5,328,401,784,7,479,46,456,12,86,9,174,46,566
1,119,18,14,11,864,4,462,18,405,5,958,13,866
29,733,3,450,23,246,6,291,5,648,7,592,1,766
26,57,4,561,16,839,7,489,4,714,3,664,48,175
33,725,4,137,32,816,8,118,1,606,2,975,8,53
3,21,13,187,6,158,9,60,17,793,22,145,9,420
27,267,1,732,10,471,7,301,19,214,5,46,21,557
3,999,20,499,4,728,7,311,7,98,6,582,5,670
7,313,4,26,8,484,7,100,7,729,2,289,7,284
1,298,31,284,8,379,7,425,25,834,44,825,5,530
696,644,19,464,7,139,7,437,5,647,9,344,35,312
4,261,522,997,31,602,4,698,26,887,6,273,5,902
6,113,41,442,7,70,49,360,10,526,9,165,45,317
3,957,259,365,12,524,4,297,1,335,4,282,6,177
5,131,12,583,656,439,6,200,14,61,8,12,8,294
36,441,2,880,7,734,7,46,13,170,21,195,8,250
11,644,23,774,2,681,9,480,14,184,4,180,7,841
19,13,4,269,9,367,8,737,1,350,1,487,6,558
4,283,1,592,6,659,9,756,3,726,4,339,30,529
4,602,18,580,8,581,8,126,15,16,7,691,7,994
1,642,4,584,24,364,5,840,121,367,9,56,9,176
20,189,4,512,4,356,5,508,45,28,3,440,15,34
5,445,2,772,6,924,6,806,6,364,2,115,8,392
46,307,50,270,12,790,9,487,10,497,8,205,6,594
44,704,4,125,7,953,4,596,3,165,6,572,9,519
42,621,11,601,1,768,8,497,13,504,38,477,6,771
4,410,5,341,5,353,7,106,11,53,19,860,8,99
4,31,2,582,5,343,5,915,4,128,1,674,2,412
3,973,4,602,7,551,6,818,33,39,6,149,41,935
7,233,24,107,7,466,9,54,18,870,22,404,21,484
513,516,3,220,4,246,8,705,24,90,36,729,5,349
5,651,18,271,7,587,7,584,24,233,8,367,6,196
6,825,4,975,7,276,8,589,2,618,3,720,6,944
5,92,45,451,5,909,7,301,6,421,2,624,41,309
30,87,28,938,10,300,6,195,31,697,8,852,9,614
4,661,5,86,7,871,9,257,39,500,27,629,2,793
6,70,18,56,6,646,8,746,6,916,11,186,9,14
6,66,4,565,7,138,8,50,10,463,7,915,7,829
5,392,4,987,27,794,7,861,1,772,7,719,1,609
7,117,42,749,8,548,9,788,1,721,8,36,25,419
6,468,5,45,44,111,4,625,284,698,7,552,37,82
7,508,4,513,809,258,6,923,2,53,8,848,7,156
3,638,4,145,7,910,6,906,7,674,49,402,7,804
6,524,3,36,45,86,8,542,17,758,6,568,8,565
2,5,3,545,9,805,6,615,22,183,6,119,2,103
7,960,1,313,7,407,5,409,16,564,37,165,1,64
7,460,28,633,18,30,6,379,36,98,50,574,3,845
12,369,26,479,334,705,9,885,23,282,44,101,8,494
6,89,12,845,12,288,9,239,22,892,5,975,9,345
5,427,17,666,8,218,4,778,1,420,8,316,6,476
5,648,22,154,47,488,8,237,6,746,6,95,6,391
2,393,5,15,7,802,6,627,26,639,5,909,6,544
5,312,4,655,5,121,43,905,7,618,6,321,21,24
1,748,44,726,29,993,5,7,30,500,4,189,8,654
2,463,4,298,7,763,7,479,1,763,5,600,47,985
4,181,3,467,7,62,6,263,26,437,9,740,5,193
4,552,4,708,1,904,9,94,25,204,1,617,3,124
29,327,12,828,1,337,9,758,3,480,7,357,9,525
21,642,4,127,3,855,8,268,1,870,5,598,46,641
6,801,12,364,3,700,9,365,11,84,8,137,8,616
7,692,25,732,4,939,8,979,164,108,12,392,43,34
2,199,35,836,6,335,6,102,23,371,40,260,19,719
24,364,30,718,6,595,6,27,25,969,8,782,6,892
588,319,2,608,23,242,9,556,14,452,16,141,7,147
2,765,37,71,49,548,4,749,12,717,7,768,6,233
41,770,271,297,15,560,5,154,21,55,25,463,32,976
3,603,41,832,7,588,9,777,16,814,9,547,8,874
20,265,23,516,6,586,7,543,5,940,6,771,6,752
18,17,19,178,18,649,7,882,14,321,9,424,7,915
3,300,15,996,7,355,9,593,1,419,6,986,2,538
46,220,4,267,4,31,7,72,447,759,9,539,3,174
6,865,1,416,5,236,9,720,4,14,46,969,4,589
48,51,27,666,8,387,5,511,8,680,7,893,8,107
299,983,36,35,8,372,7,241,23,994,7,548,3,235
6,60,13,320,22,573,7,443,8,264,17,224,5,569
2,107,20,425,28,707,4,711,11,562,3,382,7,548
7,297,1,890,32,854,8,3,12,405,35,858,17,295
35,79,552,723,14,946,8,227,11,482,5,61,8,768
1,813,3,5,8,406,5,951,2,504,45,978,6,437
45,626,5,515,8,176,7,822,25,627,9,443,9,127
3,449,43,754,17,787,9,172,634,896,6,325,5,506
10,457,5,99,22,247,43,319,26,798,5,7,7,900
11,957,20,639,17,818,6,891,16,868,1,944,48,61
7,128,24,456,5,440,7,528,2,636,24,70,9,104
1,993,4,879,345,247,6,383,26,552,3,351,46,127
3,983,31,134,7,629,8,407,23,325,8,998,2,512
46,645,5,428,8,77,4,471,1,614,7,302,9,939
377,257,4,550,8,241,9,542,5,565,24,643,3,751
49,358,4,513,6,7,8,510,16,795,33,158,7,660
11,437,18,629,7,106,7,863,30,408,9,688,6,675
22,335,4,643,1,882,48,626,8,978,22,798,43,325
4,852,423,897,7,322,7,905,48,790,4,7,3,336
30,914,3,271,5,888,8,604,7,560,8,40,8,986
1,364,3,671,1,748,9,118,9,190,20,481,5,791
12,983,25,153,4,413,9,984,19,88,4,774,7,912
42,126,11,718,3,685,8,248,7,6,7,573,43,60
3,482,36,848,5,716,8,539,12,17,30,709,5,547
5,991,3,442,554,7,7,125,21,199,5,79,5,390
11,385,18,271,5,243,5,270,12,658,14,31,43,323
21,770,4,161,8,911,6,229,20,348,7,232,12,201
6,866,30,570,7,22,9,74,20,2,15,152,6,835
35,578,4,154,5,248,9,183,6,965,1,607,1,277
5,422,4,692,3,357,9,263,13,871,8,927,13,248
2,350,4,573,824,760,45,672,12,57,1,652,9,388
23,316,237,603,7,947,8,613,22,335,7,129,8,135
5,7,37,817,26,778,7,887,9,469,3,130,2,480
6,816,17,959,5,41,6,511,9,973,20,108,41,403
3,29,44,8,5,225,6,762,4,93,10,628,34,520
32,874,37,825,5,939,6,446,8,576,5,679,9,968
49,621,45,700,7,851,5,767,1,950,8,750,6,661
2,134,3,874,2,935,9,384,12,469,11,613,6,326
21,98,502,441,8,52,5,136,12,738,7,727,29,651
41,307,2,782,33,229,7,822,10,47,40,193,6,480
3,556,42,375,2,993,8,834,20,942,49,48,34,33
922,827,12,385,43,113,4,644,26,79,40,894,26,332
18,790,16,194,14,839,9,153,10,466,9,321,21,959
7,143,41,869,6,257,44,882,25,351,8,504,5,750
3,227,19,525,3,44,6,344,30,209,6,561,9,876
5,772,4,875,4,849,8,985,22,391,8,343,5,875
5,69,49,610,13,952,9,106,1,476,18,520,6,546
7,176,3,85,20,750,6,370,19,620,39,529,2,435
5,147,440,944,6,90,5,901,9,205,5,206,6,83
710,95,4,483,2,991,46,845,11,850,5,996,25,821
12,952,31,332,24,802,9,166,10,32,5,330,22,6
538,649,41,557,1,408,8,357,4,381,4,805,99,20
41,939,33,43,9,280,4,429,14,376,8,233,4,572
21,667,15,482,5,297,9,733,14,576,3,236,36,243
6,155,3,241,867,411,9,155,22,155,4,482,44,447
13,414,3,888,9,313,5,916,18,33,9,474,5,642
11,322,4,155,5,83,8,602,19,867,2,663,7,366
1,334,26,939,49,920,6,449,29,991,46,546,9,417
5,500,5,378,7,748,6,612,40,650,17,344,6,79
42,196,43,219,7,38,43,146,14,508,10,17,4,82
6,70,15,866,8,371,6,584,4,882,9,179,9,503
1,447,11,776,926,60,7,703,12,556,28,993,8,242
7,60,5,279,1,371,4,942,7,747,3,291,7,54
6,290,17,525,6,1,5,250,21,716,6,291,32,456
12,936,32,623,2,750,6,687,6,981,6,60,5,439
6,83,15,407,8,576,9,663,4,513,9,451,44,364
3,399,3,543,4,996,9,10,18,322,4,179,16,409
6,66,24,279,5,946,5,893,3,987,32,153,7,678
8,153,11,908,43,897,9,508,24,749,23,476,7,262
6,216,4,155,3,823,5,366,21,803,28,774,8,943
4,741,4,253,46,860,6,237,2,27,7,491,5,340
48,605,14,123,1,257,6,877,2,633,3,986,5,567
3,104,36,320,20,962,6,785,19,472,25,717,16,361
2,734,3,444,9,476,4,405,3,393,6,431,6,85
6,319,5,198,8,439,8,446,1,963,8,566,9,123
5,393,23,171,860,389,7,271,26,505,38,554,8,463
3,502,2,952,7,615,9,6,8,310,8,304,8,373
61,107,23,1,4,407,4,809,2,149,9,86,43,756
5,906,3,257,33,188,5,960,2,71,5,13,35,57
32,434,3,193,20,348,9,936,36,188,34,737,8,685
8,198,42,270,7,816,4,404,8,822,9,10,4,598
3,611,4,443,6,65,9,565,9,169,8,319,4,225
7,58,16,794,620,375,8,942,8,389,2,975,5,662
65,154,3,902,19,972,7,564,1,883,1,530,19,557
24,493,20,48,17,392,5,710,22,276,2,926,7,998
3,571,324,396,5,43,9,777,722,823,6,457,6,467
3,355,22,358,4,361,6,908,1,917,15,999,4,849
6,46,1,367,5,522,5,495,1,965,6,627,6,469
6,499,2,164,5,881,9,874,15,644,9,690,7,288
6,361,545,71,8,362,6,450,2,376,12,932,1,725
5,52,3,301,8,110,5,545,4,697,9,375,16,961
7,357,18,395,5,578,6,892,3,689,28,509,5,532
589,988,1,637,4,535,9,409,3,166,9,880,9,76
38,229,42,671,6,114,9,753,23,496,42,587,9,415
6,488,44,261,7,541,6,154,2,889,9,653,13,738
5,102,5,80,12,256,5,466,5,62,3,11,6,339
27,974,409,214,4,250,6,711,20,507,5,134,2,530
7,39,544,932,7,318,5,923,21,538,21,163,5,149
4,213,22,785,5,431,5,877,4,723,4,86,7,552
7,88,5,197,48,400,9,966,11,822,1,694,3,516
5,197,5,265,4,443,5,71,8,375,15,476,4,207
1,451,42,299,14,215,9,957,14,533,14,477,40,348
19,260,2,25,30,840,4,990,10,808,6,976,6,435
46,892,14,857,5,72,6,711,22,578,6,746,38,721
14,185,38,579,23,322,6,204,12,240,32,689,2,374
4,143,2,922,40,416,6,339,15,190,9,484,4,42
6,190,5,225,2,120,7,669,1,968,7,235,7,952
10,477,2,931,7,533,47,333,11,806,2,809,8,170
31,874,14,804,2,72,5,101,10,587,22,852,1,997
5,750,2,440,29,739,5,843,22,878,8,607,5,825
15,866,4,537,8,225,7,678,23,987,17,833,1,308
5,773,19,440,80,300,7,79,21,363,31,954,48,222
384,561,30,899,6,866,8,662,92,658,9,955,8,429
1,509,13,333,2,294,9,528,19,324,8,18,25,842
31,339,4,866,10,415,6,376,24,267,5,606,7,705
41,690,14,273,5,428,7,366,7,98,6,500,9,503
5,355,3,303,536,40,8,34,2,438,5,546,4,741
6,503,32,640,2,561,8,342,7,571,9,80,1,377
7,428,2,14,6,475,88,951,24,596,5,452,48,752
7,266,16,102,3,969,8,936,4,204,29,526,6,948
2,482,24,236,4,429,6,837,52,177,22,859,7,479
6,869,1,454,16,295,8,780,18,112,19,199,10,80
6,198,13,961,16,488,8,492,1,119,6,830,3,513
4,988,5,527,2,842,5,682,34,54,14,680,1,534
3,538,3,151,6,856,8,888,5,828,7,632,7,375
9,734,15,707,5,4,5,68,2,698,5,464,2,230
7,440,29,907,6,833,6,934,14,645,22,830,9,896
38,285,1,424,814,756,6,630,2,650,48,210,2,951
6,44,28,404,5,838,8,106,1,47,4,417,3,208
57,917,19,204,38,180,7,631,12,613,6,414,4,421
6,317,3,994,6,914,6,423,2,590,8,71,6,346
6,707,498,221,2,862,7,846,1,752,8,715,5,9
4,703,18,307,4,651,5,17,20,260,12,667,9,652
2,456,32,652,5,650,8,685,5,11,8,850,5,67
3,304,4,944,7,471,8,52,1,413,6,851,49,909
