main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
6,916,2,33,4,697,6,14,33,30,9,786,6,670
5,774,1,492,6,577,21,827,6,997,39,453,5,469
5,799,9,53,560,138,3,961,12,753,6,764,1,597
6,508,2,483,1,928,7,557,1,577,9,566,9,175
5,772,26,497,5,110,5,178,38,638,23,227,8,941
667,42,20,151,4,254,4,398,3,915,5,174,9,931
6,249,30,372,33,206,5,689,6,533,8,46,36,73
6,291,20,767,7,244,3,677,23,75,4,512,6,180
6,440,1,158,5,680,11,603,28,755,41,322,8,733
5,849,4,514,6,444,41,159,36,998,5,286,5,230
5,530,7,438,7,180,5,525,11,194,21,377,4,133
672,943,3,54,6,674,6,732,3,869,25,338,3,209
6,98,31,391,4,398,20,113,19,179,17,128,29,887
5,133,9,513,33,263,3,347,12,497,12,124,9,326
5,604,3,1,4,606,14,902,23,711,24,739,5,543
6,630,17,953,4,551,13,888,1,348,4,495,8,383
5,343,21,365,19,838,25,239,2,200,21,440,9,542
5,31,2,579,5,850,7,562,3,380,1,278,46,126
5,73,2,84,22,455,3,481,3,549,4,512,6,130
6,557,20,747,2,809,18,437,286,720,2,942,6,255
6,472,31,832,1,673,22,794,4,57,38,697,16,252
5,664,1,440,740,635,3,731,20,330,8,843,20,381
5,583,2,777,7,215,4,497,30,955,6,218,8,194
6,394,2,627,46,500,2,122,4,139,3,542,8,143
5,986,20,935,4,154,5,658,8,487,49,455,3,323
5,178,26,71,40,98,7,0,8,29,5,665,45,190
5,108,3,196,5,516,4,10,6,634,3,27,1,853
6,352,4,915,4,914,5,430,21,659,4,907,16,175
5,240,145,246,13,550,45,457,33,672,39,833,41,664
645,752,22,273,5,251,35,696,42,735,14,317,13,68
6,414,20,451,5,550,5,557,8,267,17,626,7,512
6,748,2,406,7,555,4,520,2,807,9,749,8,488
6,10,49,356,24,331,1,267,10,551,4,143,35,137
6,924,20,683,5,984,16,81,1,432,8,248,6,784
5,651,22,524,3,980,32,303,3,516,5,399,24,965
523,570,13,97,8,925,5,411,36,980,6,5,29,814
6,532,17,777,3,5,4,563,3,678,4,414,7,36
5,597,24,338,7,297,4,516,11,307,8,479,1,816
6,213,17,757,6,723,2,749,1,358,4,713,11,931
6,231,19,515,6,150,22,854,3,916,6,663,8,262
5,11,2,622,16,21,2,558,16,756,11,982,6,288
6,958,2,701,6,322,1,833,10,291,33,593,9,306
644,425,19,265,3,554,4,12,44,69,3,919,9,707
5,503,23,88,4,157,3,896,2,940,5,801,3,197
5,474,1,748,5,910,5,55,9,43,21,940,3,609
5,99,22,292,27,251,13,187,20,778,9,973,9,740
5,101,17,167,29,816,24,77,349,346,44,4,7,208
6,662,3,248,8,607,2,604,14,941,5,380,32,528
6,320,9,146,6,282,3,144,2,908,11,291,7,313
5,827,1,538,27,541,3,962,409,72,7,122,8,999
6,585,26,136,10,166,33,322,14,392,4,299,24,581
6,381,17,490,32,248,39,307,25,221,6,709,24,630
6,447,23,11,4,979,17,505,1,727,3,552,3,65
5,883,27,989,7,80,20,199,4,295,3,336,12,168
5,944,3,116,6,180,5,315,5,726,3,213,8,483
6,935,2,608,5,964,4,548,42,886,8,463,2,952
598,326,9,856,703,899,10,273,29,936,8,195,20,10
5,344,18,339,7,676,44,165,14,870,9,857,28,495
609,937,11,879,2,552,4,991,15,832,8,60,7,476
6,203,17,964,7,288,4,661,8,33,11,66,22,616
5,485,3,950,6,157,2,982,43,98,8,834,6,733
6,526,8,549,4,655,12,590,5,754,20,52,8,940
6,412,19,285,1,720,4,98,6,603,9,991,9,894
638,835,2,696,14,791,49,610,4,359,4,476,9,74
6,773,9,163,27,107,4,334,2,687,7,862,1,377
6,431,16,903,2,329,40,735,2,848,7,321,7,424
5,230,32,129,716,324,2,963,309,292,6,792,23,13
513,5,889,680,3,670,46,922,45,2,8,229,6,327
575,264,1,745,7,92,4,293,20,213,3,99,3,420
5,260,3,348,5,357,17,774,25,121,9,90,7,146
6,938,55,448,43,553,47,814,40,548,9,290,23,379
5,89,3,65,15,755,10,84,2,865,3,503,9,515
5,926,1,680,193,471,42,70,37,146,11,55,3,627
6,658,2,103,7,129,21,405,21,57,5,548,34,691
5,594,7,907,4,209,22,164,20,488,9,792,9,556
5,525,18,896,5,394,42,91,2,788,9,186,20,76
5,812,2,363,2,720,45,969,6,716,23,720,3,968
602,386,25,466,1,499,5,586,9,377,4,149,3,746
639,60,2,345,6,898,9,670,2,569,3,306,24,244
5,655,28,620,6,756,29,195,20,261,9,997,7,954
561,946,3,266,4,476,3,447,23,568,24,272,18,113
6,68,14,955,5,951,6,712,2,855,7,64,4,999
5,450,9,7,38,504,15,604,43,877,7,892,26,27
5,364,40,88,337,155,5,608,33,633,41,362,5,545
6,296,18,176,6,655,5,481,24,110,9,498,4,660
6,141,16,595,30,688,1,803,10,796,9,169,4,621
6,847,16,504,3,764,38,96,2,878,8,436,41,102
6,437,22,269,3,35,22,268,13,370,5,116,2,640
5,255,1,675,5,998,4,359,19,380,26,221,6,641
658,401,41,419,652,695,5,672,8,765,5,337,9,223
6,933,2,231,45,566,6,878,39,463,1,352,5,282
6,879,2,388,36,473,6,377,21,295,1,163,9,373
590,439,179,831,42,479,4,911,1,441,8,214,7,834
583,999,3,274,48,194,5,10,60,986,1,467,12,421
6,870,10,637,155,112,15,347,1,178,8,131,5,930
6,760,9,70,2,687,10,493,339,908,5,22,32,503
5,115,6,957,8,955,5,555,39,778,14,656,6,424
6,893,24,605,47,828,3,993,26,93,25,540,8,849
6,416,2,839,6,790,10,863,4,359,4,974,8,879
5,297,14,531,48,244,10,715,1,717,5,49,8,935
612,441,10,92,10,885,3,837,3,5,11,798,9,726
5,21,22,633,47,840,3,930,4,432,9,784,6,603
6,416,11,159,1,625,5,498,3,488,31,559,7,234
5,409,3,454,405,62,26,771,4,194,61,668,16,356
5,623,19,954,23,956,11,268,30,234,4,199,9,108
5,303,20,231,4,122,47,357,40,100,3,433,7,557
5,46,28,129,15,391,4,565,6,199,8,445,2,635
6,647,16,434,28,841,30,20,2,824,5,428,48,109
5,439,24,44,683,637,4,858,30,778,1,971,2,803
6,261,10,555,13,702,2,734,2,122,11,37,6,288
6,501,22,258,49,597,4,80,2,678,2,975,45,465
5,213,18,55,3,977,3,615,1,801,15,671,48,371
680,29,19,728,594,258,27,873,3,473,6,977,14,952
6,327,14,224,22,136,28,66,13,903,3,235,7,970
6,381,3,537,16,603,24,907,10,326,5,312,5,180
6,144,29,744,3,774,48,37,10,58,9,647,39,138
6,176,19,898,4,289,12,628,4,263,7,909,8,428
6,361,13,826,40,700,17,733,28,629,33,448,18,616
5,422,2,896,8,626,6,125,2,576,5,901,7,678
655,339,27,326,3,273,51,602,4,971,21,7,5,648
6,190,10,421,6,98,3,597,29,740,3,451,19,674
5,592,15,171,5,655,5,606,10,638,4,445,6,421
6,951,20,350,47,215,8,209,7,325,5,232,2,775
6,818,28,212,520,257,4,203,28,236,5,304,9,351
5,982,26,431,2,858,4,873,3,156,10,195,4,192
5,437,14,948,26,329,19,870,1,918,8,859,5,620
6,497,1,516,5,622,2,502,31,189,16,528,9,884
6,139,24,571,30,543,29,453,2,855,14,24,6,744
6,854,7,337,5,185,23,285,3,684,6,985,20,836
5,433,179,476,3,552,2,294,4,531,19,600,7,745
5,110,32,721,6,221,4,968,4,463,31,109,5,368
6,226,4,504,5,304,33,547,2,214,5,672,4,341
5,823,30,119,5,389,27,895,40,823,9,272,7,824
6,95,3,58,605,328,5,74,1,460,3,279,45,741
5,975,8,10,7,873,2,532,1,814,33,662,14,875
6,314,30,854,41,16,24,166,4,72,8,736,8,968
6,928,27,874,3,974,15,700,9,267,44,165,9,673
5,713,273,163,3,468,3,838,17,975,3,993,6,192
5,626,1,956,6,516,5,32,26,901,42,978,5,507
5,157,29,395,21,121,44,95,28,430,7,980,3,902
5,511,1,344,46,287,46,734,24,543,8,869,8,706
605,316,2,948,2,713,40,189,4,728,7,290,6,879
6,111,20,166,6,488,16,502,46,159,5,97,5,543
5,0,4,223,29,912,55,939,22,444,15,216,31,644
6,37,23,450,19,658,24,312,382,31,7,864,25,816
5,925,4,40,6,516,4,456,2,749,46,755,7,156
5,767,317,445,5,535,2,242,3,20,20,202,6,709
6,432,2,632,3,479,5,56,29,860,5,516,7,770
62,343,7,903,39,163,15,514,718,347,4,712,54,554
6,386,2,857,40,576,1,557,27,509,9,119,3,269
6,214,14,484,22,296,35,35,23,744,9,893,19,275
6,142,4,69,33,114,2,258,1,18,1,991,4,193
5,342,23,323,6,894,3,626,7,220,1,938,1,765
543,36,29,616,7,286,21,508,8,592,17,158,7,710
6,572,3,121,3,111,4,597,34,747,9,737,18,926
6,424,41,286,32,36,4,278,3,996,6,728,4,911
5,4,2,573,4,476,8,73,2,116,42,787,48,320
680,401,24,403,12,221,71,42,3,235,3,101,7,499
5,818,6,986,38,577,3,327,20,443,9,726,9,865
5,206,31,252,24,240,30,287,2,635,45,429,28,1
5,90,3,159,814,130,26,975,4,335,2,195,20,260
6,403,8,433,278,260,27,203,23,832,9,388,5,182
5,611,2,89,3,843,31,230,1,249,3,872,6,944
5,476,1,874,45,561,4,686,11,97,6,869,5,40
6,43,16,106,6,321,49,351,44,956,5,435,12,787
6,309,27,81,7,103,13,547,18,88,37,46,9,988
6,338,3,47,2,621,4,889,3,282,8,456,8,815
5,350,1,406,6,875,17,65,36,821,5,549,9,519
6,528,2,11,45,904,28,75,33,232,8,509,36,362
5,137,31,715,1,219,5,505,13,149,8,571,43,943
6,263,2,218,5,996,25,99,3,695,4,224,9,423
6,840,14,719,4,211,4,632,319,953,2,292,3,697
6,433,2,155,5,928,7,336,26,616,7,710,8,106
5,444,2,615,3,604,5,536,23,660,48,643,22,911
6,16,25,0,5,639,18,735,2,821,4,760,7,303
5,852,28,653,3,199,35,959,14,414,5,73,9,707
6,873,15,505,11,330,34,349,2,371,8,959,7,55
6,411,16,825,19,234,5,709,32,486,4,28,2,662
564,444,14,78,6,735,4,437,18,752,7,188,9,681
6,390,1,441,258,519,31,768,7,967,9,856,7,450
6,536,4,516,6,461,5,282,3,865,22,20,8,553
6,217,20,690,32,918,24,717,16,934,6,353,6,897
6,266,3,182,9,513,4,495,3,271,6,921,23,314
610,812,8,287,2,764,14,793,3,618,3,806,40,801
5,212,3,175,48,881,4,80,4,374,41,543,9,210
5,188,35,572,463,47,12,521,7,89,46,526,6,832
6,231,327,315,3,457,2,670,3,818,9,326,3,115
6,499,20,120,6,229,17,421,36,114,7,548,9,275
5,68,9,643,7,163,49,472,21,830,4,887,9,829
5,345,30,716,6,642,7,370,3,101,29,10,3,333
5,242,1,326,11,141,12,126,12,12,4,716,2,425
6,956,3,29,5,109,37,563,4,137,30,778,4,916
5,710,17,740,28,288,38,208,32,473,8,452,4,652
6,969,25,72,507,848,40,895,34,783,25,791,5,277
6,997,2,840,7,220,45,881,60,402,7,823,20,234
5,740,20,655,6,725,34,927,23,95,9,675,4,280
6,532,15,439,43,812,7,972,4,498,5,631,41,77
6,461,1,505,5,339,5,668,32,147,46,484,4,781
6,607,9,749,3,586,51,481,12,788,3,881,36,829
6,21,48,59,6,219,14,83,290,266,6,774,4,340
6,273,105,157,22,57,4,434,4,846,7,67,33,71
5,625,3,263,47,324,1,664,7,331,5,85,37,991
5,865,16,342,1,562,18,77,3,681,5,9,4,272
5,65,7,369,4,451,34,474,249,392,9,778,7,600
5,884,2,121,16,61,18,136,8,22,4,222,6,361
6,650,32,609,32,543,3,138,3,380,6,472,4,71
6,526,6,538,31,858,19,766,6,803,17,708,11,444
6,881,21,189,2,659,34,63,41,153,7,285,7,732
6,924,15,94,14,431,14,739,44,765,4,71,7,36
6,548,2,86,23,614,4,996,3,543,5,742,5,709
5,992,3,118,35,823,22,60,126,91,32,459,42,769
686,336,10,222,2,51,16,44,42,267,35,641,6,605
5,208,1,797,351,325,5,90,8,363,7,962,14,545
6,147,8,136,4,580,4,175,19,388,5,951,5,967
5,828,2,490,17,936,5,194,38,92,9,76,6,820
6,944,25,673,4,888,47,723,4,664,9,203,30,134
5,605,22,550,5,963,1,745,43,408,5,193,26,886
5,5,24,988,7,124,41,934,704,290,7,703,2,2
6,58,10,841,18,175,13,661,3,854,7,555,33,685
6,794,9,827,6,650,49,301,3,6,49,359,7,356
5,189,3,51,37,305,2,918,11,919,6,668,8,873
5,995,2,556,3,983,4,28,34,71,3,436,2,144
6,244,8,852,2,988,22,12,14,172,1,355,9,903
6,267,22,383,5,18,7,446,17,569,3,816,5,564
6,255,2,941,5,334,1,610,20,19,6,586,9,265
5,688,29,150,10,166,2,799,3,857,5,552,8,393
615,484,23,122,20,122,5,118,41,451,8,129,6,304
630,366,24,260,6,562,3,751,3,677,5,318,8,294
6,75,5,345,4,939,32,183,2,871,8,954,43,104
5,978,1,705,4,672,2,760,6,550,8,90,4,844
5,843,11,32,2,909,4,458,44,848,6,16,7,184
514,261,2,214,5,85,15,404,27,464,7,136,7,69
5,314,13,236,6,995,4,741,1,591,39,224,31,945
6,442,15,433,5,291,2,680,17,344,6,390,10,549
6,795,20,756,40,925,28,728,2,951,47,330,21,991
6,742,29,711,9,112,33,755,9,858,4,477,8,14
6,810,22,137,504,285,6,603,20,371,20,827,5,468
6,992,27,972,19,196,3,440,11,540,5,410,9,234
6,724,7,251,7,11,24,27,2,378,23,469,19,322
6,74,18,547,8,255,1,591,4,530,13,974,5,923
5,230,21,717,995,998,21,499,28,715,5,186,9,841
6,801,21,880,6,259,4,984,12,375,1,761,5,483
6,149,8,277,1,974,5,45,19,297,5,327,7,24
5,695,12,860,5,512,22,501,37,60,6,326,38,720
5,940,23,358,2,552,23,164,24,49,8,174,7,210
6,713,1,967,37,915,3,718,3,497,7,555,6,109
6,632,21,145,651,908,12,683,3,556,6,346,8,196
5,125,2,592,1,665,25,386,10,45,9,201,8,936
6,982,30,198,14,47,4,399,13,939,9,715,19,27
6,362,2,587,597,383,20,463,33,870,7,230,6,885
5,383,1,34,6,681,8,135,19,109,3,51,26,356
6,206,2,675,9,440,2,783,3,8,7,605,5,112
6,235,8,848,13,581,11,93,10,111,5,629,8,37
6,934,3,138,22,556,46,404,3,115,1,240,47,832
690,586,22,904,7,31,3,330,403,509,28,497,5,268
6,335,26,186,42,467,2,88,13,98,6,49,4,706
5,592,14,844,1,495,4,301,7,195,15,329,6,387
6,30,6,732,8,197,18,574,11,562,7,623,5,571
5,88,17,573,5,271,21,263,18,792,1,62,1,745
6,142,9,254,3,140,5,165,12,104,5,858,9,164
6,600,1,563,3,636,5,689,3,989,5,871,20,755
5,76,10,416,5,142,2,32,2,955,49,326,2,971
5,938,21,157,43,286,15,158,23,254,40,345,9,533
5,799,5,298,5,730,3,561,3,244,8,904,7,26
5,397,20,433,726,397,1,869,29,379,9,155,6,589
5,644,2,832,33,553,3,679,2,730,34,167,26,710
5,691,2,971,9,284,197,456,4,188,8,39,5,344
578,826,26,789,6,36,5,167,13,462,6,908,7,69
557,102,27,479,26,283,3,589,1,671,7,253,31,878
5,49,1,400,1,935,5,602,19,365,6,916,5,515
6,840,32,591,11,404,5,335,4,723,6,854,5,790
5,145,20,464,6,791,48,717,3,526,18,917,21,313
6,264,29,934,7,145,225,754,6,986,6,502,5,320
6,984,387,606,28,307,3,378,44,108,6,921,6,573
6,722,13,765,5,54,3,502,3,928,5,228,8,477
6,534,11,179,19,413,6,119,6,535,8,732,23,990
5,853,23,107,23,500,5,466,7,800,4,132,5,375
5,138,2,186,6,215,4,994,36,502,8,705,5,10
5,359,3,278,31,909,7,81,36,337,2,875,9,673
5,526,25,624,2,524,6,853,2,919,27,805,40,166
5,708,24,82,5,310,5,79,22,770,34,609,4,626
56,199,16,582,5,130,19,831,14,924,7,891,2,845
5,200,1,580,8,854,5,545,4,212,5,491,4,270
6,534,37,266,6,369,7,443,30,804,2,851,4,706
5,595,18,177,6,292,14,139,2,610,9,10,3,496
5,32,2,482,46,803,8,832,35,913,6,660,14,117
6,914,3,250,6,156,3,975,29,124,6,786,7,831
6,320,46,697,4,285,5,79,4,516,5,216,7,467
6,784,8,308,23,582,46,314,1,986,19,241,5,174
5,424,12,767,4,744,2,711,11,26,3,385,5,264
6,189,5,899,32,824,44,750,2,37,14,591,8,632
658,797,27,722,31,246,4,916,43,554,5,686,8,114
6,34,45,338,4,169,21,314,14,57,3,658,37,374
6,13,12,190,10,603,17,612,41,61,18,396,9,531
6,595,25,914,5,906,4,880,3,73,6,403,6,54
5,123,23,127,48,658,17,441,2,557,3,916,3,717
5,950,3,169,4,682,3,818,17,799,4,406,6,211
6,297,16,954,6,77,37,589,15,605,6,434,8,829
6,144,5,211,3,650,5,33,23,97,6,595,6,222
6,92,51,141,4,190,45,664,6,570,6,838,16,679
5,244,26,826,5,313,18,870,66,65,18,840,7,302
6,138,11,596,5,789,3,451,4,349,3,300,49,172
5,818,2,104,7,186,1,636,9,738,2,494,8,192
6,363,8,95,9,949,56,607,7,163,38,439,3,997
6,219,1,607,5,560,45,808,12,22,9,771,6,746
5,680,22,664,6,991,2,230,15,961,13,682,9,622
6,392,13,496,13,696,3,641,2,267,40,987,8,912
6,817,275,801,27,691,4,299,3,507,7,909,15,942
5,77,10,52,5,876,44,59,9,746,8,846,8,192
6,594,24,60,12,887,1,340,3,486,5,277,6,333
6,441,9,461,7,262,12,42,3,110,6,655,5,259
6,108,29,954,5,779,10,994,285,721,3,762,2,662
5,627,28,351,7,304,45,915,28,55,4,506,5,679
6,494,11,731,43,428,68,703,5,558,28,50,19,250
5,482,28,575,13,187,3,263,3,615,20,73,5,285
5,424,29,248,3,89,3,715,4,355,2,968,8,155
6,399,8,180,2,678,29,308,11,690,28,796,8,327
5,43,12,186,13,218,5,424,18,43,17,224,26,613
660,955,349,536,2,518,5,164,11,410,5,765,8,229
5,813,10,884,3,42,46,585,7,632,4,650,49,581
5,480,17,269,9,276,20,80,18,404,9,705,11,121
5,208,18,480,6,39,12,920,39,726,8,228,15,559
6,796,22,966,431,764,3,639,38,428,5,743,23,818
5,734,26,869,2,409,46,920,8,983,9,836,9,113
5,602,4,389,37,88,14,5,1,638,7,180,23,630
6,425,21,864,655,569,2,563,3,647,15,607,19,160
5,897,8,576,18,841,2,588,19,743,47,982,3,481
6,190,2,994,34,798,27,22,30,536,9,225,9,765
5,391,2,75,19,418,1,534,1,673,9,170,23,725
5,969,2,986,2,17,2,690,5,197,8,209,6,624
6,729,32,839,47,733,3,981,2,299,8,590,7,275
5,490,24,362,5,421,5,696,51,784,6,151,25,154
6,914,4,20,2,568,4,697,3,217,26,581,12,559
5,854,13,282,20,951,4,793,28,634,1,559,2,949
6,464,2,715,23,860,42,577,33,982,9,359,2,947
6,666,13,244,18,148,16,219,9,111,4,893,1,714
5,885,2,749,12,795,2,737,15,92,8,708,7,780
5,625,11,253,31,542,3,685,4,499,3,365,4,52
6,336,2,81,6,902,16,625,2,922,5,668,8,573
5,291,19,495,7,174,1,879,1,615,35,432,7,279
6,255,22,274,6,512,3,507,3,976,31,214,29,892
5,88,16,26,6,310,22,137,2,889,2,900,44,376
5,629,22,100,5,523,4,211,4,22,6,497,4,280
6,384,10,470,3,357,5,331,3,808,6,103,29,54
5,385,26,293,21,498,1,593,16,296,5,195,45,999
6,823,25,910,19,248,4,678,33,297,35,878,1,923
6,375,3,27,9,673,7,977,32,662,29,445,9,509
5,137,443,195,10,531,42,296,1,394,40,395,5,537
6,734,35,565,6,547,5,52,2,55,4,412,6,954
632,61,774,372,6,940,8,341,26,800,9,959,25,968
6,391,2,573,18,887,14,991,6,909,4,172,6,322
6,423,18,753,5,552,275,21,2,558,48,95,8,778
5,127,28,789,6,893,18,200,2,427,47,84,8,659
5,320,23,335,6,88,3,132,2,0,6,68,8,668
5,546,7,900,21,642,5,523,2,270,8,924,47,977
5,427,1,339,33,632,1,534,17,286,48,861,9,689
5,175,33,436,6,775,42,703,3,590,5,407,3,192
6,577,308,319,6,744,3,942,5,80,9,672,46,60
5,553,11,295,5,985,3,365,3,649,8,504,44,964
6,940,20,308,4,787,44,666,4,529,7,62,5,535
6,818,10,224,2,557,16,868,18,740,6,888,30,413
616,663,124,340,526,90,4,440,2,17,11,433,8,911
5,809,19,926,4,967,31,78,1,971,18,68,5,279
6,533,1,625,5,185,2,982,19,696,7,534,5,765
620,561,28,336,9,209,2,596,4,380,46,183,11,871
5,309,27,367,1,949,5,154,5,199,5,327,8,901
6,895,3,41,3,922,45,696,8,229,5,394,5,148
6,916,3,160,4,557,46,953,3,63,8,463,5,204
6,286,10,239,14,967,2,616,11,75,6,509,1,377
5,793,20,754,5,302,17,495,41,742,3,789,21,289
5,710,21,259,4,588,3,300,10,585,7,654,8,963
6,309,16,206,23,156,1,663,24,706,6,836,32,640
6,739,14,676,716,877,21,367,14,905,8,7,6,164
6,691,964,168,35,263,29,939,30,993,10,473,6,683
5,31,6,112,457,847,8,825,159,532,32,90,7,704
542,98,5,79,42,807,2,99,28,908,7,843,9,678
5,286,2,812,4,822,30,622,11,196,6,453,37,916
677,357,10,714,3,781,1,810,11,111,18,6,8,961
6,541,11,713,5,523,21,799,11,933,3,184,7,822
6,331,16,152,4,781,2,610,31,663,2,440,9,454
6,23,4,521,18,953,9,499,3,783,3,237,7,728
5,22,16,357,4,222,4,695,36,565,2,37,8,517
614,940,11,615,729,629,2,391,1,716,5,56,49,72
6,619,8,535,4,424,5,371,37,440,7,653,30,189
5,278,20,406,6,952,1,737,10,961,5,483,7,575
509,774,16,279,7,430,19,505,18,908,5,868,26,377
5,644,10,968,7,77,3,707,3,582,8,630,9,226
6,83,12,277,49,1,3,969,13,366,33,108,8,374
5,387,31,0,3,395,1,882,3,278,39,885,2,616
6,605,3,938,44,160,22,638,19,337,3,665,5,412
6,759,70,657,5,741,32,992,27,70,14,830,9,580
6,64,16,22,6,196,45,516,2,203,9,119,7,507
6,692,6,11,3,664,4,635,32,590,6,813,8,965
6,165,2,583,3,835,17,886,10,300,8,796,7,118
5,38,16,525,3,622,14,997,17,98,5,725,7,734
6,382,21,259,42,346,3,202,3,514,1,332,8,543
5,910,25,710,48,392,4,754,3,63,18,85,3,143
6,582,2,531,4,922,3,474,4,303,14,446,9,910
566,204,32,768,10,492,5,145,21,860,47,768,6,517
52,62,24,740,32,193,10,827,2,336,1,841,9,963
6,569,1,969,7,246,38,176,8,767,5,326,12,361
6,559,6,983,14,84,35,607,2,756,19,195,6,4
5,906,27,961,9,22,11,266,3,197,9,191,40,166
6,921,13,217,5,788,5,253,21,599,3,981,45,274
6,23,6,580,6,633,5,531,2,672,6,495,15,523
58,985,17,464,39,483,4,962,2,633,8,921,5,528
6,870,9,768,4,527,3,115,8,325,7,161,7,626
6,729,9,541,19,124,2,980,21,662,16,217,1,523
5,82,32,839,7,188,29,343,2,870,10,126,24,432
6,504,20,916,5,807,5,44,14,737,7,682,6,48
5,849,9,398,12,408,16,643,41,569,3,86,6,406
5,299,21,415,39,811,14,200,7,942,4,579,97,723
6,393,833,230,12,778,5,496,3,513,1,583,37,422
6,391,23,378,7,244,4,888,2,879,5,563,8,326
5,411,16,607,5,437,26,849,1,13,5,74,6,608
5,352,6,904,9,444,1,322,2,790,8,819,39,937
6,572,25,320,25,617,9,889,3,166,4,287,5,475
5,824,3,133,4,407,18,446,1,287,7,320,49,231
6,45,13,542,5,563,2,808,31,29,40,131,5,488
6,615,7,927,36,387,4,351,3,131,21,596,8,826
5,622,22,304,20,347,36,244,49,763,7,352,4,222
517,811,23,924,4,160,4,973,27,269,15,927,26,277
6,895,5,635,19,608,16,646,24,869,8,704,9,734
5,266,28,615,3,979,21,813,3,685,40,987,28,512
5,952,24,587,6,763,2,794,21,256,8,354,7,467
6,819,2,979,5,16,18,519,4,377,7,603,25,768
6,363,2,25,5,657,5,300,2,506,20,174,44,894
6,498,2,307,8,304,43,473,3,806,8,255,5,755
5,466,9,534,2,673,47,879,3,974,24,962,3,157
5,857,15,10,13,22,43,335,6,341,3,318,10,195
508,668,6,829,3,652,3,694,3,60,6,235,5,961
5,344,22,790,32,749,34,602,2,844,39,320,2,200
5,651,9,894,14,691,5,605,3,858,6,366,28,860
636,814,28,715,3,478,2,880,27,173,32,74,8,393
5,425,1,853,7,180,3,781,2,767,7,910,36,213
5,780,17,823,3,561,21,206,51,963,5,961,9,47
5,364,14,634,1,680,3,516,1,531,7,596,7,761
6,258,21,737,4,780,23,79,4,107,7,453,8,390
5,290,2,969,25,805,22,89,6,39,7,424,48,308
6,295,42,724,8,870,2,871,2,940,14,529,6,485
5,985,21,113,679,818,23,665,10,798,21,373,8,474
517,544,26,405,21,489,32,537,1,891,8,367,7,528
6,258,2,533,6,594,2,288,801,41,8,712,7,265
6,757,6,985,10,55,40,247,3,151,4,835,3,605
6,574,2,900,2,422,5,565,24,683,17,797,15,291
6,57,5,507,41,213,14,685,13,272,9,684,12,44
6,257,24,456,36,458,23,812,24,701,7,592,23,859
5,443,13,820,17,169,37,476,31,27,3,220,4,101
5,691,786,546,6,635,23,967,7,502,3,287,33,184
5,434,26,277,33,827,40,410,150,835,9,757,7,374
5,260,20,558,3,595,10,376,35,525,8,612,36,644
683,382,29,839,617,579,4,209,12,824,45,75,7,923
6,721,15,108,4,969,3,620,3,793,2,750,45,267
6,524,304,612,10,911,3,534,30,166,7,909,9,337
5,247,29,238,10,155,2,212,3,457,6,752,9,956
6,114,9,127,682,166,4,841,4,300,3,639,1,240
5,454,1,426,6,825,5,406,45,451,7,421,5,376
5,397,3,213,5,73,12,77,1,667,6,291,3,972
5,413,3,83,2,475,4,314,24,149,4,512,19,15
5,720,32,621,4,438,4,635,7,404,6,698,9,699
5,553,3,305,6,411,30,611,13,259,2,868,2,117
5,926,41,211,4,103,3,198,273,700,15,503,3,206
5,980,15,425,6,499,3,553,41,994,4,542,6,416
5,652,6,57,12,878,5,562,19,860,1,496,5,521
5,140,21,767,2,958,59,903,13,34,10,740,43,775
6,699,15,737,9,804,4,428,33,298,13,964,7,857
6,329,3,41,4,781,2,234,6,16,9,123,38,470
5,676,3,184,40,530,32,888,25,458,9,865,6,396
6,386,12,499,3,773,2,891,40,109,8,221,1,73
5,856,24,403,4,995,29,644,270,803,28,545,66,35
6,48,23,249,15,596,4,878,3,251,9,676,9,512
558,143,1,801,5,811,18,709,4,61,2,584,8,698
6,191,11,882,30,442,10,483,3,975,2,748,44,158
6,660,8,507,30,686,3,716,17,570,3,509,6,530
5,349,26,520,6,841,8,699,4,183,2,811,35,775
6,244,2,184,5,636,4,682,41,530,32,60,8,698
5,158,2,651,4,130,17,586,34,257,8,882,6,503
5,155,21,647,1,842,24,973,6,415,42,751,22,220
6,640,11,425,3,656,5,188,2,646,8,472,5,571
6,874,103,779,1,339,48,522,3,964,9,580,6,823
6,703,266,6,4,102,4,424,420,682,28,780,8,977
6,989,21,729,4,419,5,275,35,87,9,202,14,343
6,193,21,40,6,152,46,162,39,955,6,514,6,17
6,513,2,543,6,228,12,147,7,494,12,905,4,165
5,207,16,426,5,832,40,749,16,766,3,792,9,625
6,261,31,68,3,348,4,263,38,443,4,864,7,461
6,817,9,476,2,576,4,165,30,638,6,50,7,861
6,173,2,525,35,120,2,295,16,955,6,333,4,678
6,412,17,602,4,678,49,615,10,584,6,143,5,532
6,985,2,914,17,926,1,393,23,145,14,890,6,635
6,291,9,423,40,439,24,624,6,775,35,86,1,526
5,41,213,460,24,164,26,520,1,430,3,237,5,967
5,439,7,70,5,391,3,451,39,683,8,628,6,121
6,450,33,48,6,781,36,746,6,818,6,404,9,204
