main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Motor Speed (RPM)],secondary value [Motor Speed (RPM)],main value [Temperature],secondary value [Temperature],main value [Vibration (g)],secondary value [Vibration (g)],main value [Ambient Temp],secondary value [Ambient Temp ],main value [Humidity (%),secondary value [Humidity (%)
9,130,13,188,7,267,2,71,33,941,13,268,22,300
9,266,49,845,44,339,47,478,24,505,2,591,3,655
9,324,13,867,950,496,5,526,2,554,8,620,36,694
9,344,43,259,8,618,14,746,21,412,3,33,5,81
9,670,33,14,28,394,57,99,24,314,9,562,4,972
9,925,8,914,46,140,3,32,15,680,31,701,4,797
9,928,9,409,7,190,4,434,11,92,9,156,15,876
9,1,889,273,43,127,23,354,20,802,6,192,5,722
8,280,4,640,5,853,4,50,28,715,8,494,7,30
8,334,7,978,662,841,5,6,916,388,28,825,41,516
9,307,4,517,15,560,32,764,52,253,7,542,41,92
7,999,8,948,7,685,18,609,10,22,6,5,1,347
892,83,5,328,7,434,5,365,31,357,9,455,5,728
9,159,23,939,5,65,5,337,3,190,5,347,9,906
8,402,17,527,8,791,5,359,16,555,9,50,9,296
9,586,7,813,7,649,4,565,6,570,43,51,6,938
7,684,6,841,7,454,5,472,10,662,38,281,15,141
7,845,5,841,256,560,14,583,29,462,8,971,8,47
7,749,3,809,28,931,24,912,13,279,4,800,44,942
8,776,21,142,5,485,31,157,3,36,9,231,36,583
9,144,3,494,38,49,39,852,20,911,3,495,5,232
7,760,5,306,27,419,37,194,3,545,22,368,7,784
9,612,5,111,515,609,20,182,15,26,9,929,2,792
9,631,5,947,264,475,4,350,32,525,13,390,9,26
8,909,9,500,8,409,2,861,2,723,3,501,5,486
8,511,6,604,5,707,50,821,15,767,7,472,25,936
8,313,4,196,36,214,25,52,2,432,1,87,8,20
9,325,8,312,8,258,1,550,3,320,8,14,28,25
8,120,9,850,5,668,42,621,23,263,3,466,8,570
9,146,5,261,8,479,4,39,18,617,21,932,5,911
8,479,18,200,5,976,2,330,13,363,6,166,5,831
8,581,8,597,8,758,1,542,454,644,8,995,3,483
8,723,3,362,3,997,21,713,569,118,6,295,10,992
8,861,29,661,6,160,25,784,6,161,5,465,34,512
809,724,16,574,5,634,4,835,14,461,5,689,7,946
8,54,5,449,9,368,1,276,9,94,6,91,7,665
8,665,34,676,5,869,21,798,16,182,37,272,7,27
8,233,9,6,6,506,5,134,26,600,4,657,6,862
880,40,34,233,47,295,28,67,20,413,25,198,45,859
8,941,9,620,7,316,5,459,6,84,9,952,8,599
8,442,7,145,3,539,5,362,19,748,27,987,5,385
8,4,22,323,8,974,3,901,1,129,5,994,4,774
9,816,8,408,4,703,5,378,31,972,4,450,6,282
8,221,5,94,9,701,48,710,10,211,6,945,9,389
8,630,35,787,9,486,11,70,22,286,8,480,9,453
8,121,13,236,8,717,1,488,3,634,2,517,8,355
9,581,5,871,9,327,5,625,49,404,6,709,9,500
8,364,35,444,9,500,2,57,30,162,19,597,13,639
8,884,33,445,953,757,3,230,17,796,7,48,1,711
7,743,9,735,33,861,26,964,857,167,45,83,1,455
9,64,25,411,731,619,4,932,3,635,6,822,6,602
7,643,6,361,8,942,1,823,13,455,3,302,9,129
7,636,5,222,15,574,15,884,10,596,12,926,16,500
8,597,38,267,20,487,3,145,17,860,15,474,7,72
9,688,4,382,47,542,19,289,1,55,3,655,6,293
8,626,5,808,5,917,30,563,6,453,5,1,6,385
8,257,4,765,5,393,5,40,26,311,13,305,9,353
7,917,7,195,20,391,33,256,19,313,47,294,49,327
8,229,5,417,8,858,39,402,16,502,9,468,6,708
9,181,9,162,9,979,30,453,11,445,5,439,9,327
9,256,4,545,4,55,31,507,2,956,7,786,6,122
8,68,8,384,7,251,4,449,20,443,8,428,12,369
767,460,4,225,495,999,2,500,9,571,9,848,19,226
8,205,2,872,962,684,9,510,6,142,8,202,46,581
9,240,28,534,33,933,265,400,5,883,6,49,5,652
8,722,3,809,13,330,4,557,9,752,8,718,7,323
8,535,9,456,33,963,3,72,3,814,6,913,7,655
7,531,9,579,18,578,23,464,8,72,3,884,12,439
9,647,22,402,6,528,3,268,8,53,2,655,8,147
7,902,1,279,46,445,36,971,11,707,6,765,1,381
8,743,6,925,6,483,1,357,34,248,9,997,8,821
9,561,23,560,7,168,38,132,1,410,5,489,29,957
8,186,6,241,46,981,29,129,4,174,8,727,8,18
9,371,9,900,34,786,33,156,924,905,5,348,32,42
8,480,6,165,8,638,4,919,3,533,8,11,10,291
9,865,44,726,5,370,5,691,987,73,9,894,22,929
878,750,3,679,537,189,163,490,28,190,20,427,2,837
7,940,49,532,30,491,7,295,2,550,14,126,10,638
8,385,4,470,5,880,3,284,14,509,5,192,37,176
7,799,2,517,8,874,23,750,1,500,8,963,3,699
824,379,3,463,6,956,3,451,1,710,47,397,37,457
8,774,49,679,7,880,10,948,14,621,8,827,34,342
7,918,5,890,5,877,17,910,34,824,11,580,5,744
9,34,9,908,26,970,5,677,3,99,5,231,18,393
7,847,18,97,8,728,22,358,22,876,22,90,3,760
9,922,8,600,3,718,3,211,2,754,6,94,8,511
9,670,636,503,5,102,34,114,149,192,4,865,2,504
9,200,16,699,4,545,1,700,2,476,1,667,2,718
9,199,7,505,40,177,46,639,15,826,6,345,7,889
8,221,5,414,8,988,38,148,33,687,5,752,10,979
9,435,4,169,9,403,3,667,14,413,2,686,36,176
7,513,11,998,6,49,24,674,2,609,24,448,7,247
7,813,6,440,7,823,4,945,3,569,18,378,8,453
7,511,953,804,15,997,15,397,10,883,3,791,8,52
7,720,25,942,3,61,2,604,29,959,29,904,5,196
8,187,966,808,9,773,7,323,29,249,4,178,24,592
9,154,8,61,1,393,3,247,20,85,5,592,2,599
9,235,2,982,5,190,4,353,3,147,8,106,29,539
8,504,5,471,9,414,5,696,20,78,3,478,6,803
9,865,6,456,17,281,25,446,6,743,2,179,1,318
9,907,551,140,48,718,3,723,33,88,5,145,36,535
835,212,5,340,36,844,26,513,8,113,3,200,48,322
9,220,22,85,84,290,16,365,3,626,9,334,9,614
8,876,8,851,7,768,19,405,12,171,15,450,3,994
8,936,22,695,7,142,5,269,13,897,5,707,8,206
8,520,37,792,43,910,21,748,2,885,57,599,38,318
8,871,4,149,7,854,52,338,2,450,36,252,8,88
80,917,39,878,30,329,4,361,6,369,42,253,48,975
9,849,5,513,6,731,4,119,22,884,2,612,2,947
7,900,2,658,696,835,1,615,5,302,31,974,9,22
9,273,18,188,9,27,40,247,23,914,8,169,4,686
833,815,5,803,9,714,10,558,34,294,31,611,5,575
952,298,710,668,882,356,5,504,24,445,27,139,19,275
9,247,487,649,7,798,3,707,3,131,9,810,16,176
9,702,6,572,5,660,41,914,3,609,8,912,12,524
7,923,7,782,6,757,35,250,30,237,42,310,6,690
9,69,20,623,5,872,1,789,1,62,9,359,46,678
8,283,7,273,74,989,44,202,853,802,9,852,5,549
8,593,5,143,5,758,5,190,19,19,8,707,18,706
8,811,3,974,2,906,4,38,3,535,5,284,10,275
8,648,21,140,7,419,4,891,12,970,3,313,7,894
9,316,24,392,5,896,1,451,3,138,5,340,37,178
8,802,5,509,4,725,48,309,8,626,9,605,32,685
8,186,14,599,4,582,2,849,2,626,9,197,13,394
9,569,31,363,6,772,5,466,166,800,6,99,42,966
7,799,19,961,6,490,5,206,3,24,5,608,9,394
8,561,15,486,3,99,5,80,2,38,6,540,6,98
9,149,8,320,7,477,5,229,3,304,4,372,60,70
9,530,13,28,6,628,12,984,31,730,6,146,7,73
9,895,2,903,3,950,2,276,57,239,62,228,26,560
9,766,8,503,29,268,5,80,17,346,9,110,22,441
7,601,2,920,5,315,3,325,1,659,9,566,8,219
9,244,6,957,669,631,14,104,22,720,23,352,3,0
8,531,477,428,8,528,4,700,16,70,7,605,9,576
7,526,38,574,3,980,5,698,3,39,6,196,4,904
8,824,36,233,6,524,1,157,24,989,36,67,9,794
781,813,3,397,4,713,12,941,224,97,21,742,3,684
9,91,7,554,6,867,28,725,15,770,6,702,38,310
8,596,14,442,32,213,5,427,34,95,39,49,7,245
951,715,8,700,4,777,9,518,6,153,4,166,8,854
837,631,49,536,3,860,35,579,14,362,5,785,8,488
8,647,6,935,5,816,3,476,7,437,28,311,5,583
7,847,28,138,8,578,6,620,13,614,6,72,6,166
8,394,3,58,8,31,13,381,21,871,6,521,20,687
9,712,20,89,2,652,43,280,21,336,11,699,20,183
7,752,20,823,15,871,14,462,14,919,10,65,6,903
770,810,22,279,9,943,2,51,33,522,9,932,5,987
7,632,809,813,24,231,2,571,6,619,7,291,9,884
9,458,6,850,24,71,11,598,3,576,21,417,4,997
9,962,25,916,6,680,6,483,16,394,6,872,7,155
9,229,9,504,7,941,4,941,8,779,14,109,11,541
9,695,17,724,960,794,1,837,12,437,6,699,9,534
9,406,2,151,7,444,18,764,9,332,9,224,24,672
7,874,8,455,8,304,3,335,24,333,7,30,7,181
9,216,5,721,9,596,5,172,2,801,9,457,9,109
7,662,3,256,48,562,5,330,20,594,9,241,9,531
7,926,9,246,2,973,2,79,17,386,15,658,9,599
7,596,383,906,5,808,40,525,27,738,17,316,33,712
7,989,3,571,7,902,38,330,5,221,3,111,53,177
9,892,5,993,5,690,3,78,2,926,9,79,9,46
9,92,33,330,2,815,5,603,2,270,4,41,2,177
9,173,9,276,4,310,18,247,3,288,4,945,6,859
9,18,3,803,7,138,36,885,2,856,5,375,6,317
9,677,941,769,26,470,4,168,26,503,29,504,48,297
9,629,7,841,39,820,9,13,30,559,47,500,38,971
7,597,4,539,9,306,5,526,704,915,9,683,4,472
8,834,2,863,20,206,4,602,35,915,58,770,37,201
8,622,8,321,8,709,5,522,23,758,5,795,9,328
779,206,747,838,848,655,1,631,2,680,6,207,6,26
9,744,8,738,6,741,5,12,11,907,9,523,4,344
9,509,5,656,2,476,3,746,839,167,4,208,29,219
9,551,8,611,20,8,45,793,28,11,7,473,4,125
7,986,49,509,8,722,24,690,18,552,1,865,24,970
8,730,9,220,18,533,4,541,1,808,6,26,8,147
7,568,44,741,9,21,3,748,8,737,4,879,3,898
9,288,8,747,604,470,25,260,1,477,9,215,5,384
9,597,988,145,7,737,30,522,20,313,8,809,9,48
7,902,8,804,9,977,42,531,30,208,4,748,18,915
8,983,21,552,8,427,10,985,29,748,4,915,7,667
8,703,9,956,2,201,2,996,3,578,7,796,8,488
967,277,49,379,897,135,12,363,378,640,9,339,7,431
95,710,6,605,3,13,8,417,16,558,5,562,7,801
8,125,6,267,24,457,3,349,358,141,5,133,9,272
7,997,5,804,11,463,6,598,2,50,6,457,2,162
9,49,2,980,1,583,41,965,1,675,27,154,1,627
8,925,8,264,451,20,5,695,13,148,6,788,6,744
893,579,9,284,27,815,4,283,3,515,8,354,8,77
984,828,5,874,6,776,3,570,20,285,5,726,9,459
9,224,6,584,4,620,38,563,4,860,8,763,17,759
9,108,31,316,8,953,28,137,11,49,6,664,1,790
7,811,8,411,17,656,3,476,9,828,33,627,14,652
9,19,4,123,10,375,3,943,7,272,5,253,6,178
8,764,376,66,9,966,41,953,2,525,8,607,31,382
8,420,13,79,7,450,21,351,20,884,1,291,8,92
8,220,6,62,11,286,36,88,2,428,4,809,5,958
8,827,28,817,45,477,32,227,6,655,3,950,8,989
9,885,20,595,16,402,2,376,2,329,6,356,9,315
8,453,976,332,7,479,13,774,3,278,39,326,5,454
949,397,5,666,5,46,4,487,14,308,2,533,9,263
7,847,9,205,21,26,5,197,18,392,7,920,5,73
7,974,7,121,19,769,3,412,360,641,2,613,6,235
9,513,8,33,6,904,2,829,30,530,33,616,2,765
7,577,51,45,974,125,2,662,3,293,1,661,31,48
7,547,3,68,21,155,29,571,16,479,5,84,28,406
8,196,39,179,26,98,5,524,11,474,6,90,9,138
766,833,7,764,18,347,2,673,15,833,3,422,22,204
9,715,7,339,4,103,20,570,31,618,3,858,19,722
8,527,1,581,8,336,3,50,11,702,7,342,5,284
9,238,4,522,440,753,2,916,19,173,40,530,2,527
9,38,7,998,29,0,42,931,22,931,3,120,6,166
7,879,9,186,13,794,22,764,3,543,40,443,8,6
8,873,373,151,15,32,4,559,3,130,44,239,8,298
8,982,9,24,2,525,5,423,33,573,7,388,6,933
8,711,4,433,5,827,2,501,35,181,5,866,5,487
9,193,434,439,9,989,44,273,10,950,49,862,6,460
9,572,35,820,303,469,2,757,5,546,21,320,8,34
9,515,6,7,19,201,5,714,15,902,4,631,20,411
7,979,5,855,4,259,2,303,3,477,9,370,3,32
9,173,7,589,8,1,1,919,11,472,5,6,28,807
9,265,13,804,49,215,40,41,6,28,30,367,4,798
9,773,541,676,2,634,5,168,11,839,5,71,3,800
7,714,41,140,3,435,4,320,2,437,8,817,9,834
8,719,1,525,16,60,4,80,3,243,30,423,2,78
8,478,6,583,29,488,5,472,2,727,8,95,9,908
828,198,5,566,7,839,5,100,58,494,9,88,8,609
962,542,5,472,7,662,29,333,21,305,7,485,4,348
8,992,13,73,7,933,3,467,11,846,4,601,9,930
8,237,5,918,6,575,5,246,3,347,44,293,7,952
9,53,7,132,9,619,11,889,57,915,8,817,6,90
867,184,9,755,5,197,7,797,27,959,13,351,5,24
7,514,13,159,1,945,1,240,29,25,5,783,9,767
8,600,4,131,17,951,13,128,3,287,6,13,9,159
9,509,9,244,390,445,5,40,30,811,8,232,8,779
9,679,5,964,28,294,5,479,1,304,3,191,4,207
902,708,7,535,4,655,2,553,41,679,5,538,7,337
8,834,9,249,2,161,2,4,2,514,21,454,40,896
9,750,960,573,8,587,3,585,13,856,6,868,46,98
9,438,3,456,7,788,39,130,198,117,12,572,8,645
7,896,9,197,9,123,22,815,2,972,6,335,7,920
7,819,4,371,6,161,3,385,2,520,1,617,48,213
8,83,6,583,868,436,35,585,19,571,2,200,8,780
8,316,8,740,7,916,1,99,867,903,8,476,7,441
9,427,12,613,6,193,4,972,2,929,3,864,9,688
8,716,9,299,8,127,2,944,930,748,9,474,6,943
9,735,8,574,7,319,2,560,15,839,1,86,8,242
9,156,6,468,644,737,3,329,3,120,15,601,6,357
9,615,6,366,9,496,32,121,16,577,47,955,20,786
9,769,39,167,7,228,4,950,22,775,6,331,7,542
9,766,987,633,4,876,5,466,14,664,9,731,8,439
9,613,19,794,46,295,5,217,16,766,8,370,21,859
9,329,5,49,5,17,2,334,24,834,7,173,1,953
995,382,6,855,8,466,22,422,33,235,3,670,20,235
9,862,20,382,465,907,5,156,24,140,6,830,2,48
939,544,15,670,8,623,2,599,16,35,6,217,8,537
9,774,9,242,793,397,33,977,1,574,6,897,6,128
8,685,3,446,5,953,2,887,29,753,1,361,8,953
8,255,7,534,7,925,45,546,12,283,3,601,8,112
7,627,1,555,7,765,18,910,16,288,6,287,25,869
8,26,8,636,31,836,19,595,32,738,5,160,8,931
7,598,76,3,22,965,9,119,2,81,8,642,6,593
9,590,4,669,7,981,4,394,2,576,49,941,39,369
8,451,9,850,5,363,2,716,1,958,5,287,5,637
7,723,8,500,7,361,5,242,4,328,5,994,7,59
8,116,4,340,12,240,1,966,16,909,3,42,1,736
9,956,14,77,7,870,4,646,5,492,8,153,6,67
8,190,19,906,6,957,5,430,2,727,3,893,7,283
959,997,9,592,355,644,4,228,8,692,13,89,7,537
8,430,9,246,7,787,5,179,15,157,23,46,3,953
8,871,22,749,7,28,1,355,22,576,7,369,5,596
9,855,38,944,7,356,35,229,3,85,5,628,5,51
9,875,3,542,7,996,3,182,2,631,41,402,20,764
7,703,3,286,391,609,20,159,22,965,1,893,8,161
9,992,7,656,8,966,44,205,8,20,23,87,11,716
7,524,8,278,45,204,4,713,1,615,8,161,8,751
8,636,7,526,24,643,16,622,33,464,40,844,16,774
9,368,7,824,26,693,47,367,1,436,33,394,8,854
8,244,5,682,26,313,3,468,25,767,8,986,5,857
8,890,3,912,6,161,5,391,21,195,8,758,9,930
8,998,8,257,7,694,7,736,7,421,3,456,4,183
760,323,588,533,1,415,49,810,22,49,30,589,2,409
7,804,9,252,4,172,34,936,36,257,7,935,8,181
8,998,6,737,6,65,2,913,860,843,19,63,17,23
7,800,14,644,4,434,15,120,14,287,7,271,6,477
9,450,16,941,5,924,5,302,23,45,3,421,5,241
991,729,8,798,8,15,14,905,8,489,5,406,2,890
7,819,6,242,8,940,32,573,4,117,45,480,35,217
8,645,9,424,5,633,5,452,21,438,4,855,9,939
8,891,6,601,5,966,5,47,22,373,6,408,14,860
9,450,36,253,2,850,3,102,3,465,7,974,7,733
9,399,1,373,7,537,4,980,2,692,5,711,4,899
9,753,9,892,8,589,46,579,11,562,9,347,5,605
7,964,15,86,2,580,239,583,36,125,5,558,3,40
8,731,30,444,49,515,2,726,2,264,35,378,29,599
7,928,7,64,6,959,3,770,3,290,9,855,42,817
8,592,7,577,4,526,5,198,3,77,6,906,6,628
9,596,5,812,4,518,3,57,29,779,8,599,4,949
8,810,11,768,16,738,33,609,15,597,9,9,6,691
8,217,4,283,6,420,49,230,3,134,12,49,6,370
9,750,11,735,9,339,3,881,6,659,9,34,7,985
9,670,640,481,5,185,5,325,18,48,9,583,3,938
9,45,8,464,3,115,16,667,100,428,9,355,34,277
8,294,1,610,8,980,29,346,3,501,9,348,7,494
785,243,4,380,9,896,4,56,9,917,57,211,8,255
8,781,3,553,38,808,3,546,17,773,9,539,9,171
8,179,422,904,5,600,5,108,2,290,5,81,9,49
9,147,9,669,9,522,12,690,20,54,7,814,7,555
8,353,17,421,4,317,45,659,16,728,9,377,2,665
9,922,4,646,6,142,3,814,13,32,3,310,7,489
985,257,8,427,14,478,30,488,28,328,2,967,8,620
8,899,7,80,32,241,3,521,15,160,8,335,21,968
9,386,9,745,8,263,5,125,10,198,6,748,10,272
8,529,33,69,47,453,5,331,33,470,41,691,5,886
9,78,6,427,3,108,5,101,36,11,4,973,4,643
752,963,33,994,968,83,5,319,33,694,9,473,6,447
7,901,2,717,6,540,50,582,6,985,6,383,6,619
7,533,3,680,5,918,3,779,18,754,9,492,9,396
8,470,2,518,9,280,4,220,28,42,10,408,34,530
8,126,5,461,10,397,4,901,19,199,6,163,6,430
9,689,9,459,4,223,16,505,12,198,5,488,43,266
9,618,48,983,7,311,13,881,34,488,10,274,9,909
8,990,3,23,9,372,13,878,13,918,7,477,46,789
9,535,966,237,1,850,45,111,2,572,6,19,9,860
9,259,6,187,45,583,15,336,1,224,7,131,7,86
8,21,1,752,4,348,1,728,21,682,5,137,4,563
8,192,9,362,64,227,5,39,21,615,15,171,14,807
8,493,21,899,7,224,8,216,16,392,8,946,3,539
8,709,8,360,5,557,4,267,16,30,8,186,21,858
8,677,9,413,5,88,48,534,3,532,5,383,8,325
8,4,9,277,7,413,36,42,33,826,9,768,6,354
9,94,5,554,27,464,28,920,44,458,8,477,5,387
8,919,5,974,9,359,45,262,2,491,9,114,4,374
7,783,8,488,5,57,10,49,24,343,4,652,7,970
9,105,731,905,5,14,3,612,1,756,26,469,6,986
770,334,1,877,9,764,3,474,3,375,5,96,7,945
7,776,2,315,8,64,4,137,29,737,5,843,4,123
919,139,9,538,42,875,9,528,2,789,8,515,9,767
7,807,24,337,13,821,7,455,29,735,7,766,6,600
8,376,9,387,10,989,15,270,2,219,3,296,30,23
898,629,768,808,9,17,3,809,6,688,2,694,4,170
9,593,5,344,7,24,4,113,23,311,6,809,3,854
9,146,28,169,13,986,29,639,31,639,7,182,6,825
8,161,4,640,8,279,3,634,6,666,22,230,7,531
8,242,9,536,5,802,30,33,191,110,8,37,6,751
9,598,9,202,41,587,18,697,1,826,7,389,17,968
9,251,8,351,6,521,38,691,2,358,14,433,7,90
808,290,5,289,8,140,4,379,4,794,54,269,41,258
8,213,5,234,503,790,5,660,4,567,36,96,7,901
8,967,2,269,37,323,7,605,7,298,7,163,7,484
8,648,8,34,6,703,18,807,24,951,5,477,17,125
8,719,6,816,9,348,2,989,22,373,9,891,9,680
9,58,20,546,5,864,26,853,18,442,9,762,9,244
8,47,43,71,11,0,44,190,35,98,28,329,1,574
8,332,20,162,8,974,3,272,28,836,7,872,22,418
827,934,724,313,8,469,4,552,33,815,6,381,5,732
7,899,28,557,9,795,5,268,8,584,16,3,6,553
8,221,8,906,4,562,2,695,2,391,9,68,8,398
9,272,8,750,8,272,1,861,26,219,7,305,6,695
8,510,8,562,4,653,44,232,1,719,32,419,8,291
9,818,6,804,2,796,5,319,2,607,5,738,23,200
9,60,7,217,8,74,21,664,1,711,1,811,1,96
8,574,6,483,33,233,3,895,3,158,40,443,6,282
9,405,2,304,9,191,5,123,8,92,9,797,39,888
9,269,9,42,2,656,6,844,25,246,8,279,8,693
9,491,4,751,4,884,4,724,8,796,31,625,6,762
8,981,8,241,9,870,6,423,7,445,5,664,6,810
761,965,5,45,9,788,3,495,1,311,43,268,3,689
8,767,29,786,38,347,18,171,22,271,6,918,6,521
7,913,8,255,9,296,7,500,16,251,8,207,5,531
9,823,3,917,6,16,41,395,18,203,49,955,1,57
8,966,6,109,3,241,185,509,6,333,31,42,8,553
8,780,129,730,5,455,42,820,16,495,4,802,49,587
8,442,15,462,31,435,4,300,3,387,14,24,2,946
9,605,11,825,558,211,34,34,20,510,4,556,7,213
91,421,6,612,5,950,1,465,3,310,12,322,7,395
9,879,8,824,7,231,2,670,22,842,12,273,8,722
8,351,16,939,7,608,4,23,5,520,9,78,4,793
8,914,890,95,7,867,5,512,20,901,8,727,17,831
8,275,7,968,6,548,5,326,3,609,7,4,8,917
8,956,5,659,786,968,3,276,13,189,38,373,6,521
9,698,7,319,884,68,3,851,1,599,9,213,5,975
8,745,8,193,5,395,45,864,7,587,3,964,8,467
8,708,48,538,4,337,25,949,34,215,5,807,5,347
8,328,6,405,3,771,10,511,17,537,4,209,36,873
8,856,14,369,6,769,3,954,1,552,27,858,4,303
8,764,38,155,8,387,2,647,3,277,3,899,1,400
854,682,6,480,4,767,4,510,10,770,27,27,5,277
7,675,5,853,4,730,21,792,3,381,5,435,48,191
96,130,5,25,3,471,2,648,3,318,47,512,6,185
7,934,4,78,9,458,4,133,53,589,59,909,31,771
7,903,2,108,14,158,19,398,33,288,2,464,14,937
7,702,9,413,5,938,5,685,1,168,8,76,5,378
937,828,18,218,8,394,15,842,2,892,8,281,18,739
9,654,8,342,5,567,4,997,31,698,5,794,34,279
8,950,7,971,891,272,3,383,3,217,5,303,25,445
7,649,12,435,6,542,2,841,2,660,7,539,6,888
8,569,1,423,5,623,10,61,7,84,3,795,18,938
9,88,731,946,7,894,41,964,45,450,2,748,33,306
9,26,2,512,8,650,4,492,24,685,9,857,9,917
9,267,8,732,5,757,5,434,26,289,5,428,9,828
8,66,43,658,9,534,3,908,2,645,9,643,3,111
9,539,18,700,35,0,15,999,25,123,2,26,8,363
8,504,45,535,7,984,34,511,7,300,35,135,47,313
7,515,9,373,5,558,22,24,3,143,7,459,5,800
9,661,38,554,31,147,21,427,3,904,3,893,5,802
992,341,7,537,8,834,2,558,21,248,8,527,8,24
8,535,8,905,3,201,44,14,2,905,20,709,6,915
8,719,6,390,7,751,33,729,8,403,4,984,3,467
9,551,42,449,31,749,4,355,22,962,9,977,4,891
9,842,9,645,8,647,26,796,17,671,29,347,25,506
8,101,7,471,38,417,5,56,1,462,31,845,7,434
902,144,5,74,8,851,27,631,34,275,10,633,8,29
8,182,2,457,4,784,45,978,31,696,7,24,33,883
8,956,31,725,36,463,2,984,21,667,12,999,6,935
7,655,8,554,36,647,8,1,1,630,37,759,4,61
7,745,9,331,9,545,5,284,3,406,6,594,2,594
8,466,18,816,46,553,16,546,8,399,8,81,6,185
905,911,9,68,745,531,28,190,18,76,8,852,9,178
9,17,8,278,7,917,5,135,25,482,36,416,15,599
9,94,16,614,4,555,7,728,2,437,4,860,5,965
7,577,70,63,7,510,5,494,3,351,4,451,8,773
9,566,33,128,2,491,11,187,25,790,6,957,1,44
8,886,8,793,46,187,33,335,6,518,6,613,7,31
8,36,8,492,9,79,1,529,1,326,9,435,20,556
7,672,591,344,2,409,30,824,16,895,19,225,8,149
923,113,4,116,24,118,28,939,307,858,37,405,9,443
9,316,2,421,6,593,39,696,3,199,16,63,5,842
9,611,225,690,5,44,4,261,21,402,45,406,8,410
8,463,29,844,5,177,23,211,26,370,8,467,6,20
7,855,8,614,829,61,10,89,7,545,7,535,8,731
96,823,7,969,5,32,5,685,346,498,34,644,6,22
9,960,4,74,14,948,7,302,1,710,6,530,9,617
9,913,25,59,4,72,3,904,2,831,4,522,2,218
7,563,5,330,6,978,34,977,3,6,4,107,36,208
849,229,6,129,6,802,11,697,34,689,8,725,1,822
9,924,7,444,2,421,5,227,1,471,7,32,4,257
9,8,7,464,572,173,3,250,2,540,3,184,4,939
7,520,5,30,37,429,1,573,1,652,5,757,3,181
8,285,6,188,9,828,10,652,11,212,6,17,11,622
7,616,43,898,7,222,2,768,34,353,5,148,6,494
9,884,5,712,4,56,2,919,7,806,30,265,5,305
8,240,9,553,3,163,1,530,4,829,6,241,37,511
7,585,3,659,8,424,4,316,16,583,9,741,9,306
8,732,38,341,7,39,4,14,5,811,2,450,3,986
9,720,9,641,28,223,12,795,2,644,8,807,7,232
9,637,8,879,6,463,5,11,3,512,3,533,6,817
9,181,5,477,45,696,2,759,32,403,5,664,7,913
7,868,31,442,32,80,53,686,20,12,7,698,35,340
8,554,5,48,7,415,5,130,23,724,31,201,49,553
8,346,6,797,42,395,4,304,3,79,8,728,2,234
7,511,8,844,929,691,7,657,21,746,6,748,17,422
7,577,26,624,6,525,1,601,2,906,9,746,9,397
9,103,3,200,25,545,5,696,3,407,3,723,2,780
7,665,818,628,5,416,43,861,3,482,21,56,4,253
9,745,45,796,32,677,5,438,35,416,28,957,8,549
9,441,17,499,9,167,2,549,23,693,7,653,5,272
9,9,9,490,8,903,9,714,15,26,9,160,5,460
8,498,23,830,9,959,27,26,24,952,7,536,9,822
8,900,8,374,6,51,17,11,152,362,7,324,30,184
9,121,4,45,32,822,2,853,2,803,3,310,13,813
991,72,14,516,7,15,18,609,2,769,9,782,2,876
8,577,5,541,7,794,2,624,22,922,3,390,4,228
8,621,746,692,5,169,17,272,4,1,7,15,26,700
7,671,2,41,17,278,10,816,36,247,2,730,6,671
837,458,7,563,7,382,2,533,16,979,6,546,13,847
8,296,49,129,92,950,2,26,3,586,25,76,9,697
9,158,38,853,9,912,48,559,24,106,8,566,7,155
9,55,685,869,39,720,11,193,21,678,3,254,59,18
9,240,5,999,5,345,10,330,3,447,8,26,4,408
979,941,516,307,6,795,13,364,2,674,7,185,5,453
8,450,18,735,5,792,5,488,18,609,9,440,41,666
8,157,6,486,4,473,4,187,2,471,10,56,8,988
9,473,4,355,9,618,5,222,16,633,5,919,4,87
9,534,5,486,3,633,5,363,17,670,27,412,9,575
8,563,17,604,954,990,2,984,23,266,18,35,3,166
8,997,2,559,26,194,4,685,3,132,4,238,21,808
7,735,4,950,5,363,3,882,28,727,4,144,8,677
8,301,5,547,19,180,6,42,6,315,8,659,2,597
8,346,49,698,5,454,5,155,16,788,2,753,98,724
7,841,7,915,7,187,40,985,11,404,6,990,4,378
944,999,6,105,6,268,32,881,17,902,7,89,48,769
963,94,4,535,4,416,1,753,17,529,11,79,9,928
8,80,25,656,4,880,26,949,23,418,6,104,6,252
8,438,136,248,3,928,8,445,9,206,1,449,9,939
9,715,6,52,15,459,6,619,19,417,5,897,10,71
7,635,2,989,9,643,5,549,24,288,35,913,6,252
7,884,49,886,5,210,45,423,33,399,18,775,8,171
8,176,7,427,8,272,3,171,6,440,21,150,3,990
8,105,6,390,24,663,4,753,3,572,5,35,5,235
7,535,5,559,3,590,5,179,22,209,3,597,9,936
9,989,4,812,7,713,1,383,30,748,6,415,7,960
7,765,9,651,8,869,5,100,5,128,19,184,23,235
7,789,4,927,980,100,22,455,15,11,6,374,3,326
9,283,15,795,2,171,36,544,27,80,8,900,6,847
8,979,28,135,10,317,16,706,23,664,5,934,8,310
