main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
6,388,10,452,4,959
6,735,21,695,18,461
6,130,9,31,38,244
6,516,10,375,39,755
5,23,1,875,4,40
6,560,2,843,42,636
5,144,12,787,10,373
6,897,2,159,3,19
6,670,21,436,2,548
6,728,11,941,39,209
5,533,42,406,49,620
6,957,23,243,10,535
6,506,13,9,1,926
5,118,18,716,2,302
5,93,17,432,1,819
5,955,31,45,12,655
5,57,53,922,26,867
6,496,3,48,4,51
6,606,9,51,160,598
6,816,21,311,7,632
6,83,23,486,14,368
6,976,32,281,8,652
5,975,28,193,9,48
5,487,23,196,5,417
5,628,18,917,3,630
6,705,9,985,3,732
5,281,8,808,3,584
5,142,21,756,6,496
6,204,8,267,3,378
6,333,4,182,2,984
5,493,8,648,885,520
6,223,36,906,3,540
6,295,9,451,5,173
6,39,303,513,4,840
5,56,28,943,49,576
5,323,305,305,259,863
6,962,18,890,5,14
6,870,9,781,1,475
6,974,2,453,42,233
5,605,3,7,39,65
6,131,1,528,3,180
565,338,11,118,12,128
6,140,11,525,19,364
5,509,19,373,5,528
6,40,11,612,5,493
6,90,3,135,28,165
5,845,13,774,5,577
5,263,3,12,22,839
5,225,29,53,47,509
5,761,1,965,44,527
6,734,186,177,5,357
6,687,9,661,43,997
6,396,3,591,49,119
4,998,1,443,37,144
6,163,7,686,5,391
6,711,1,17,14,784
5,48,2,278,12,319
5,845,5,92,5,379
6,220,2,916,4,120
5,68,9,50,11,727
5,492,1,765,8,544
5,204,324,948,41,838
6,287,12,693,5,674
6,837,21,806,44,861
5,8,10,89,488,171
6,169,2,965,12,473
5,844,28,867,55,970
6,723,13,672,287,879
6,527,1,44,2,585
5,664,1,988,5,33
6,693,7,163,44,888
6,778,1,137,1,631
576,773,11,312,2,481
5,902,20,843,2,447
687,51,1,708,25,497
5,576,24,845,5,4
6,684,18,357,29,454
5,217,2,915,36,21
6,253,3,2,25,43
5,521,15,690,3,783
6,218,12,380,35,554
6,185,26,382,4,284
5,127,9,726,16,969
5,100,11,384,3,414
5,649,2,842,7,791
5,352,28,612,37,764
6,189,12,349,5,510
6,212,2,995,5,346
6,285,15,166,24,310
6,196,16,332,23,710
5,530,29,158,27,300
6,133,1,889,29,942
6,891,391,885,44,445
6,215,3,172,791,445
5,977,3,636,26,893
5,968,31,216,4,75
6,285,132,815,2,818
5,366,8,115,38,728
6,245,1,247,49,704
533,976,273,987,4,809
5,952,25,847,25,168
6,601,31,966,19,181
6,777,7,156,7,513
5,397,5,962,2,861
5,805,2,343,7,282
653,372,18,964,9,21
604,355,10,884,394,598
5,608,7,914,372,330
504,212,8,994,45,536
6,112,2,568,0,0
5,170,21,476,3,697
5,442,30,199,15,444
516,202,145,502,5,516
5,723,44,248,16,497
6,58,31,356,4,385
5,970,27,73,9,18
6,780,331,518,35,331
6,247,19,727,32,929
6,162,16,71,9,44
5,965,18,125,6,687
5,940,15,912,5,474
6,241,13,652,21,719
6,159,23,163,2,638
5,231,3,139,551,154
583,981,41,880,1,590
547,314,6,143,4,905
603,820,15,225,10,51
5,245,2,912,2,115
5,610,7,581,6,348
6,325,19,961,3,523
6,288,2,701,2,345
5,600,32,578,21,637
5,479,14,996,3,53
6,508,2,102,9,102
5,501,16,518,4,841
6,187,2,117,517,63
5,377,9,159,2,76
6,861,13,36,10,887
6,280,3,330,9,117
6,854,24,886,58,400
5,718,1,376,37,647
5,586,13,782,45,170
5,102,293,635,5,124
5,992,15,459,2,925
6,842,24,354,61,689
687,124,9,368,3,549
575,543,11,590,41,964
5,382,25,520,45,209
5,960,2,946,22,852
5,872,2,128,32,444
6,322,30,561,4,553
6,775,2,718,295,14
5,433,6,318,3,823
5,872,25,73,30,784
5,974,25,905,20,24
5,853,24,262,469,897
5,382,10,651,27,635
5,858,6,638,14,624
6,91,4,595,50,279
6,169,22,469,23,128
6,169,15,191,33,306
5,172,19,301,33,517
5,26,4,457,3,554
6,629,3,23,3,689
5,640,31,848,5,643
5,843,24,393,2,880
6,43,3,221,27,354
5,5,25,54,2,903
5,22,1,847,3,190
6,218,56,179,45,375
5,350,16,32,4,512
6,770,3,556,10,261
5,152,18,588,23,240
6,638,4,52,4,922
6,254,41,825,1,885
5,254,1,315,2,546
5,251,19,530,13,12
6,396,9,601,8,516
6,410,31,585,4,918
5,73,2,869,22,418
6,472,2,263,2,456
6,231,2,7,2,789
6,63,2,845,4,984
5,986,19,795,47,320
6,351,25,859,33,778
5,813,2,33,25,294
6,579,7,352,23,45
6,518,27,664,11,879
6,106,29,462,17,435
6,492,7,466,40,744
5,371,4,386,3,183
6,575,48,264,1,825
5,926,13,180,11,639
5,590,56,182,13,7
6,952,12,208,9,114
6,512,11,430,4,555
6,893,18,166,5,691
6,2,24,299,45,647
5,164,4,259,3,338
6,631,17,553,914,967
5,961,4,447,5,896
6,443,12,540,42,790
6,319,5,898,46,216
6,637,24,625,27,90
6,143,18,238,4,899
6,413,7,281,46,286
5,919,24,756,21,835
6,334,2,566,8,222
6,790,4,178,47,54
6,793,877,196,4,681
6,996,9,505,38,810
5,287,4,537,5,496
5,830,302,261,4,916
5,621,3,165,2,731
6,754,22,565,4,766
591,188,19,912,3,881
5,68,2,390,2,550
5,11,3,968,35,316
6,54,2,974,3,333
6,573,31,536,36,3
610,289,249,288,42,826
6,508,16,894,3,736
4,998,14,330,11,798
565,729,32,430,36,228
69,200,24,264,33,723
5,727,2,556,15,78
5,444,6,686,5,216
5,905,17,495,2,470
6,610,18,52,1,721
5,377,3,108,266,292
5,677,27,448,16,202
5,785,9,715,35,975
6,985,1,228,12,892
5,806,502,612,34,888
5,882,2,441,23,734
5,779,7,93,43,95
6,677,13,155,17,178
611,658,12,787,2,977
5,476,15,5,21,854
5,763,3,130,3,783
631,12,1,506,9,184
6,765,11,238,5,187
5,993,3,287,9,280
5,506,14,41,2,457
532,89,691,558,5,626
6,217,6,661,20,437
6,883,33,311,5,589
6,98,18,299,1,69
5,641,21,604,6,303
6,543,10,745,15,869
5,832,7,355,499,926
5,842,23,515,32,258
5,948,28,489,18,98
5,354,30,689,35,280
5,107,29,556,38,551
6,703,19,499,5,302
6,430,8,917,17,13
542,857,23,566,3,626
642,202,44,265,2,826
5,307,2,45,5,358
6,665,21,549,33,740
5,549,1,455,5,611
6,659,12,579,6,239
6,858,24,634,2,440
6,198,909,768,48,510
6,617,73,721,37,731
6,597,22,645,17,795
6,554,8,682,4,723
5,370,2,770,40,936
5,476,14,797,5,612
5,918,14,670,9,902
6,494,19,192,2,578
5,440,23,802,2,122
6,406,1,879,3,549
5,606,19,1,5,105
6,399,3,575,13,927
624,369,2,814,5,119
6,921,2,819,4,414
6,894,10,663,3,835
578,583,17,47,4,299
6,3,22,560,3,567
6,122,5,732,45,475
6,798,7,284,22,310
5,578,16,179,8,798
5,723,5,809,7,580
5,806,48,361,24,194
6,136,21,644,29,209
6,358,1,113,5,543
6,670,29,695,2,691
6,622,17,920,2,730
6,657,13,7,3,5
6,425,2,887,4,33
5,47,2,938,26,158
6,535,5,918,19,951
5,211,8,949,174,848
6,611,43,860,453,794
5,263,12,109,3,292
6,855,2,469,4,902
6,454,5,670,9,318
6,455,19,644,5,401
5,576,10,708,23,195
5,744,7,911,4,786
6,862,17,867,4,543
603,34,15,633,53,755
5,684,5,872,44,21
673,168,2,395,529,977
5,799,21,976,43,343
5,206,1,803,28,773
5,672,9,332,9,173
6,300,19,27,4,565
6,103,8,246,18,16
6,91,17,299,28,302
5,988,2,992,4,429
5,334,7,508,36,319
6,894,7,636,41,129
562,692,19,299,29,857
6,190,21,823,17,470
668,116,304,509,39,101
6,919,29,4,22,712
6,743,25,43,42,774
5,706,19,534,27,842
6,609,21,266,40,564
5,998,26,21,5,673
5,708,1,645,21,5
5,249,17,413,6,621
6,375,14,41,3,354
5,209,9,16,9,368
5,446,2,846,13,844
6,628,6,341,4,776
6,276,30,668,4,803
5,420,8,461,3,0
5,794,20,19,2,117
616,392,23,325,3,910
6,878,8,110,3,698
5,816,13,155,17,297
5,922,1,802,4,159
5,746,58,922,44,889
6,335,24,347,3,933
5,206,3,687,11,831
6,884,2,949,233,115
6,204,2,887,567,817
6,379,1,536,5,658
5,306,20,159,14,920
5,745,22,247,6,944
5,471,29,0,38,703
5,651,32,458,5,276
5,567,7,580,8,161
692,438,17,93,42,701
5,316,18,904,38,653
6,741,2,630,42,630
505,23,14,36,643,963
6,875,2,510,41,236
5,919,6,389,6,365
6,525,26,846,28,469
5,546,22,407,21,149
5,815,18,714,2,624
6,391,9,29,8,201
6,295,870,876,4,615
513,944,62,433,8,519
5,636,10,783,29,977
6,516,1,833,12,533
606,399,6,943,5,280
5,427,14,581,1,111
5,906,5,476,24,922
6,160,11,707,44,269
6,913,37,766,57,529
49,994,17,732,16,693
549,884,28,744,4,720
5,783,11,381,14,971
6,893,22,769,23,879
5,308,14,734,41,441
5,866,2,957,3,630
5,877,27,353,3,373
5,500,29,860,2,480
6,506,29,693,5,679
5,496,11,593,5,338
5,821,2,996,15,447
515,37,1,462,39,717
5,515,5,331,13,106
5,68,1,871,4,127
6,840,8,503,20,411
5,615,3,477,15,40
6,263,21,314,1,428
51,162,2,513,22,682
5,874,23,392,3,215
5,436,7,359,2,253
6,402,40,692,47,93
6,119,18,397,4,942
5,204,2,204,30,961
5,162,32,332,5,821
6,928,22,336,2,911
5,71,23,881,62,39
6,704,14,913,5,463
6,32,18,394,16,242
5,853,1,572,3,321
6,739,26,348,2,826
5,863,15,659,6,414
5,492,25,129,3,81
5,89,1,821,3,208
6,191,14,538,731,139
6,474,1,504,5,313
5,309,21,872,13,746
6,666,36,621,248,566
5,377,5,271,1,647
5,248,23,511,5,410
5,745,8,907,49,675
6,412,2,948,20,997
5,354,29,427,6,723
5,769,12,303,39,346
571,702,10,817,2,509
6,658,1,915,5,119
5,119,24,791,28,560
6,108,2,921,336,788
542,320,68,209,6,102
6,64,9,105,3,38
6,986,23,44,5,273
5,388,22,282,10,638
6,167,16,927,11,676
6,409,10,164,6,476
5,264,4,905,43,782
6,109,8,191,5,155
6,59,9,262,4,986
5,299,10,884,5,628
634,634,4,144,23,885
6,884,20,108,443,267
5,356,2,864,1,231
5,811,15,396,1,569
6,750,17,768,28,756
5,44,19,226,5,509
502,601,21,497,2,773
6,943,2,335,17,709
6,132,2,420,12,366
6,253,8,256,6,353
5,401,23,695,52,183
6,782,3,200,4,918
6,285,34,429,540,354
6,994,6,943,43,366
6,977,153,466,2,866
6,337,15,618,857,27
5,467,31,765,559,997
5,74,8,0,4,802
5,921,2,900,3,809
669,929,14,416,374,639
5,953,3,829,4,689
6,129,20,492,9,874
5,321,28,470,8,747
5,850,5,482,463,89
6,872,13,128,8,858
6,418,3,131,3,121
570,878,24,318,5,694
5,436,32,979,45,633
6,63,23,996,43,602
6,816,11,891,2,710
5,616,10,567,3,574
6,816,26,616,4,120
665,763,149,159,19,599
6,670,6,578,1,555
6,737,7,237,350,808
5,199,15,240,16,328
6,770,3,10,31,558
6,82,23,773,21,105
5,834,3,188,22,24
5,647,2,200,5,490
5,514,1,152,5,216
5,943,16,958,5,162
5,432,8,884,3,776
5,168,1,519,4,103
5,249,11,124,23,771
5,426,28,307,4,749
506,553,12,30,6,294
5,800,30,933,32,70
6,934,2,579,4,829
5,414,11,317,5,486
6,479,4,543,3,266
6,800,1,600,41,466
5,312,670,758,4,665
5,793,13,959,48,781
549,388,14,306,3,571
5,86,23,814,19,503
6,405,29,155,17,724
5,29,22,276,6,620
5,5,12,134,24,44
5,357,15,309,3,927
5,756,22,710,5,408
6,770,6,488,4,286
510,676,1,248,12,95
6,940,11,758,5,104
6,357,22,573,2,73
5,77,6,45,3,692
6,357,9,349,16,930
6,539,1,523,1,901
6,378,1,576,4,771
5,190,44,737,2,249
6,896,112,4,3,102
5,569,7,724,2,510
5,462,2,560,4,121
623,474,20,820,3,645
6,226,22,262,4,130
5,927,61,9,15,652
5,361,247,825,18,121
6,211,2,340,16,449
6,380,2,478,47,453
5,320,3,433,1,561
6,433,22,763,2,943
5,983,10,908,5,233
5,134,2,674,24,518
6,524,12,292,3,883
5,505,29,790,20,616
5,593,7,868,11,497
6,58,1,884,5,698
5,799,18,826,4,778
6,333,2,534,3,555
6,711,277,281,4,98
5,614,25,925,21,434
5,511,24,458,2,965
5,736,8,43,5,548
5,938,1,507,31,940
5,27,2,914,40,79
539,853,23,208,32,191
5,319,8,173,4,809
5,515,26,570,2,119
6,146,18,659,45,218
640,758,19,298,5,677
6,295,26,378,464,626
5,846,2,869,4,723
657,535,20,233,3,21
6,620,7,134,24,677
5,964,804,732,7,542
5,50,34,918,1,437
5,230,10,75,5,402
5,473,30,586,15,4
6,400,17,684,409,194
6,11,29,259,3,306
6,734,26,832,4,34
5,385,1,301,46,298
6,227,26,586,3,132
6,190,9,477,18,608
668,555,18,78,5,101
5,138,15,742,1,952
6,721,3,293,42,821
6,424,1,649,33,89
651,461,3,277,14,451
6,66,3,57,17,383
5,538,207,32,5,407
6,35,1,791,14,655
6,582,16,615,11,118
5,292,1,820,15,375
5,869,2,765,2,954
5,212,6,211,23,516
5,216,23,485,4,380
540,287,27,123,11,908
5,995,22,189,47,155
5,962,2,596,1,509
63,994,13,473,5,647
6,384,2,817,2,414
6,781,23,780,4,305
506,684,19,331,33,964
5,41,253,164,2,516
6,918,4,537,4,370
6,355,22,313,4,985
6,268,16,882,32,316
6,369,2,704,4,392
6,737,28,24,13,963
6,164,8,322,9,746
5,839,106,646,3,795
6,812,2,545,22,6
5,373,2,352,20,310
5,702,5,884,34,353
647,160,16,855,12,916
5,83,24,155,4,183
5,500,2,387,5,652
6,446,3,160,3,427
5,447,5,35,3,128
5,623,32,708,8,919
593,473,1,859,5,388
5,314,1,124,9,558
6,576,13,529,2,651
6,125,14,640,49,910
5,559,4,987,13,406
5,380,23,368,3,659
57,968,20,814,43,983
5,691,3,210,5,274
5,677,18,317,524,892
5,840,1,819,1,226
6,27,14,463,1,602
6,63,21,918,38,771
5,886,20,809,4,324
5,855,25,578,4,125
5,403,23,775,24,442
6,923,1,577,4,106
6,476,7,570,16,665
6,579,2,888,5,49
6,758,32,914,1,605
642,16,2,870,8,385
5,588,19,624,23,661
5,185,10,709,2,916
6,111,5,971,43,668
5,546,2,758,10,950
5,547,1,377,9,618
5,110,20,346,14,958
5,987,315,951,5,627
5,484,6,745,4,237
5,517,22,589,1,128
5,619,3,281,5,293
5,245,11,673,4,964
5,791,2,808,1,40
698,830,2,229,43,978
5,216,3,245,4,766
6,619,3,152,23,308
570,74,60,756,3,207
6,852,6,866,1,791
6,771,19,116,3,375
5,957,1,790,4,559
5,704,12,317,41,596
6,975,14,467,4,396
5,550,2,62,1,472
5,975,25,715,35,680
6,307,12,82,45,25
6,734,2,571,327,936
6,734,3,516,758,940
5,885,11,301,4,694
5,484,10,382,23,939
6,898,13,404,27,732
6,262,37,41,36,1
5,36,19,108,4,492
6,319,1,312,3,607
5,865,27,960,5,161
6,226,2,784,22,508
6,721,14,628,5,614
6,112,10,356,2,53
625,401,17,498,2,534
6,112,10,804,3,786
5,330,23,943,24,952
6,303,24,552,31,429
6,294,30,682,5,356
6,697,2,647,327,643
6,813,13,674,46,860
520,124,3,614,5,288
6,305,896,394,22,997
6,885,11,238,38,295
6,254,2,13,4,471
5,895,32,967,1,35
5,806,12,559,17,62
5,808,3,236,27,8
6,909,30,527,1,306
6,569,4,190,5,608
6,679,2,868,25,448
605,604,22,868,44,968
5,598,24,710,73,264
5,219,7,551,30,259
5,845,20,732,10,666
6,218,3,226,3,678
5,249,29,595,22,233
6,687,1,534,20,931
6,530,12,484,4,609
5,703,8,465,6,393
68,455,2,697,8,991
6,326,8,163,3,486
5,895,22,323,5,406
6,191,15,938,5,31
6,913,30,435,17,334
5,389,10,259,24,230
563,355,6,532,2,640
6,689,9,185,17,157
6,872,2,728,7,188
6,414,1,250,27,923
585,244,122,512,22,500
6,767,2,240,11,164
5,795,231,613,39,122
696,771,42,726,38,25
5,801,1,844,14,889
5,761,21,192,474,372
6,622,305,412,4,97
6,248,3,283,32,572
52,262,12,717,8,729
5,803,4,307,3,291
5,859,2,664,4,488
5,998,20,49,209,662
6,197,18,979,6,984
6,642,26,885,4,891
5,657,2,704,10,296
6,53,31,617,5,474
5,201,21,723,8,431
6,503,29,227,11,672
6,771,1,258,39,96
6,637,30,98,36,69
6,204,3,163,27,574
6,842,2,620,1,83
5,585,4,924,43,832
6,473,2,574,451,366
6,939,3,52,8,247
6,377,14,387,17,352
6,162,24,509,290,254
696,720,24,876,23,731
6,385,2,940,4,781
5,962,15,226,14,817
6,728,1,791,9,423
5,962,6,8,46,424
5,459,3,182,15,876
6,548,3,93,25,403
6,459,225,185,39,564
5,749,11,287,9,676
5,2,9,966,472,743
6,934,16,367,3,185
662,50,22,856,13,490
5,333,1,573,2,778
5,415,2,645,45,986
5,754,9,495,8,366
6,256,22,31,10,904
6,114,58,620,8,904
5,163,33,98,4,305
6,363,21,293,20,421
6,105,12,759,1,629
551,965,17,822,4,937
5,234,2,172,380,482
5,714,35,273,5,156
6,914,17,884,3,839
5,785,28,117,4,317
6,310,2,953,13,881
5,259,15,228,25,61
6,76,4,916,4,120
536,617,24,456,17,512
5,361,1,333,22,821
6,725,2,867,5,297
6,835,31,997,1,426
5,231,25,309,33,275
667,190,9,687,40,803
6,295,43,597,55,903
5,110,3,516,49,988
5,53,29,584,2,666
5,714,23,482,9,116
589,465,24,447,23,198
6,210,12,691,299,636
5,137,255,634,23,613
6,226,13,16,3,589
6,793,20,807,4,592
6,756,2,446,21,711
5,405,2,577,18,359
5,705,3,106,3,639
603,29,23,823,4,440
5,103,1,822,5,295
5,900,30,310,49,623
5,483,23,207,2,602
661,105,10,977,5,517
5,633,25,330,3,584
6,532,5,225,1,762
635,910,14,541,2,741
680,270,2,903,47,145
6,327,24,817,22,688
6,868,3,79,4,527
643,672,23,624,5,686
5,807,33,273,14,577
5,26,31,651,5,464
6,161,14,962,18,395
556,37,14,819,5,254
6,438,1,741,4,401
6,133,9,630,7,761
5,598,23,400,3,306
6,876,1,142,39,819
6,363,2,894,15,539
6,527,3,284,5,408
5,818,2,973,4,905
6,576,2,627,5,130
5,580,23,202,29,559
6,158,16,749,46,373
5,863,52,95,38,232
6,607,3,189,21,338
5,510,29,444,16,116
6,294,13,510,19,973
6,986,11,507,4,369
6,496,9,218,11,436
5,255,1,389,4,776
5,746,8,168,35,305
6,693,18,782,26,910
5,860,384,21,2,439
6,270,29,49,16,531
5,360,16,723,2,654
5,587,13,417,8,303
6,887,50,762,5,29
5,851,3,711,44,365
5,762,256,425,17,564
5,930,824,406,39,477
5,727,2,401,49,854
6,749,16,892,551,654
5,957,17,303,5,569
5,538,8,975,4,25
6,888,13,202,2,898
6,955,16,209,3,694
5,547,1,610,13,519
6,740,12,483,5,397
5,702,16,257,15,689
5,213,13,168,1,429
5,960,1,838,3,765
5,357,45,29,5,654
6,502,2,973,444,798
673,968,18,213,21,270
6,254,15,678,12,102
6,556,19,831,1,718
6,198,3,871,370,572
5,990,20,459,5,618
571,661,13,447,20,921
5,866,18,57,41,848
5,160,9,60,3,838
6,483,21,248,4,515
5,161,1,534,4,175
5,182,10,52,4,314
6,791,2,188,12,411
6,852,7,108,2,717
6,667,16,473,42,522
5,719,3,54,54,308
6,419,1,277,3,242
6,971,10,755,10,417
667,951,5,164,6,668
5,738,795,963,5,1
5,149,31,828,21,801
5,836,25,714,4,391
5,351,23,730,36,404
6,782,2,598,53,185
634,658,9,199,1,311
5,72,794,644,2,596
6,270,4,913,23,449
5,237,27,643,17,492
668,371,3,192,1,847
6,611,2,792,5,218
680,751,3,162,5,704
5,582,3,109,39,886
6,552,2,8,17,145
6,266,18,729,12,340
5,953,23,830,3,571
5,934,1,359,11,579
5,405,23,427,3,310
5,728,13,50,41,509
5,286,1,977,4,741
509,461,16,55,11,778
5,894,2,607,9,746
6,75,1,289,5,44
6,477,18,766,284,548
6,611,779,871,19,105
5,37,1,988,23,244
5,972,303,267,16,157
6,238,31,822,41,479
6,681,1,775,3,786
6,216,2,743,3,417
5,767,3,319,954,833
5,244,19,312,4,808
5,577,6,313,2,309
686,345,6,403,35,259
6,375,4,112,12,367
6,18,3,116,3,455
6,178,1,39,36,68
5,707,2,601,5,609
5,203,28,745,4,809
6,937,7,878,5,636
5,12,23,376,39,78
6,99,2,641,10,838
5,813,22,299,28,545
6,550,22,56,11,559
6,776,32,959,4,715
6,797,24,547,26,562
5,952,2,219,50,325
676,207,2,468,18,513
605,118,23,122,28,842
6,817,25,649,2,943
5,52,20,380,4,938
5,433,6,796,454,922
6,765,28,201,1,152
6,310,5,923,5,249
5,11,29,340,5,713
6,457,15,607,16,466
682,274,11,862,38,148
595,306,3,872,5,511
5,557,10,793,21,562
5,535,18,307,46,391
6,126,27,504,48,854
5,702,2,944,4,198
577,112,3,89,55,42
6,222,1,483,8,275
5,747,6,146,40,808
6,308,6,141,3,677
5,914,24,335,347,124
6,801,1,160,49,248
6,211,2,622,5,511
6,472,20,504,14,810
6,166,3,500,3,192
5,402,27,869,31,529
5,588,2,380,17,386
5,105,17,876,2,946
6,763,12,785,4,556
6,192,22,889,12,206
6,916,2,33,6,14
5,774,1,492,21,827
5,799,9,53,3,961
6,508,2,483,7,557
6,774,2,394,5,458
5,772,26,497,5,178
5,77,2,764,287,228
667,42,20,151,4,398
5,332,23,988,528,79
6,249,30,372,5,689
6,291,20,767,3,677
6,440,1,158,11,603
5,849,4,514,41,159
6,583,22,19,5,407
5,530,7,438,5,525
672,943,3,54,6,732
5,784,2,976,38,360
6,98,31,391,20,113
6,690,14,909,2,742
5,133,9,513,3,347
600,848,17,516,3,563
5,604,3,1,14,902
6,630,17,953,13,888
5,343,21,365,25,239
5,31,2,579,7,562
5,73,2,84,3,481
6,557,20,747,18,437
6,472,31,832,22,794
5,664,1,440,3,731
541,31,8,485,13,132
5,583,2,777,4,497
6,394,2,627,2,122
5,986,20,935,5,658
5,178,26,71,7,0
5,108,3,196,4,10
6,352,4,915,5,430
5,240,145,246,45,457
645,752,22,273,35,696
6,414,20,451,5,557
6,748,2,406,4,520
6,10,49,356,1,267
6,243,3,808,404,192
6,924,20,683,16,81
5,651,22,524,32,303
523,570,13,97,5,411
6,532,17,777,4,563
5,597,24,338,4,516
6,213,17,757,2,749
5,664,4,335,1,597
5,361,2,673,16,854
6,231,19,515,22,854
5,11,2,622,2,558
6,958,2,701,1,833
6,537,59,248,441,494
644,425,19,265,4,12
5,503,23,88,3,896
5,474,1,748,5,55
5,99,22,292,13,187
5,101,17,167,24,77
6,662,3,248,2,604
6,320,9,146,3,144
5,827,1,538,3,962
6,585,26,136,33,322
6,381,17,490,39,307
6,447,23,11,17,505
5,883,27,989,20,199
5,944,3,116,5,315
6,935,2,608,4,548
598,326,9,856,10,273
5,344,18,339,44,165
609,937,11,879,4,991
6,203,17,964,4,661
5,485,3,950,2,982
6,526,8,549,12,590
6,412,19,285,4,98
638,835,2,696,49,610
6,773,9,163,4,334
6,431,16,903,40,735
5,230,32,129,2,963
5,480,8,323,1,371
513,5,889,680,46,922
575,264,1,745,4,293
6,582,7,967,14,433
5,260,3,348,17,774
6,938,55,448,47,814
5,89,3,65,10,84
6,28,29,76,398,734
5,213,21,193,501,347
5,926,1,680,42,70
5,504,7,863,374,39
6,658,2,103,21,405
5,652,11,237,305,911
5,594,7,907,22,164
5,525,18,896,42,91
5,812,2,363,45,969
602,386,25,466,5,586
639,60,2,345,9,670
5,655,28,620,29,195
561,946,3,266,3,447
6,673,20,992,2,730
6,68,14,955,6,712
5,450,9,7,15,604
5,364,40,88,5,608
6,296,18,176,5,481
6,141,16,595,1,803
6,847,16,504,38,96
6,437,22,269,22,268
5,255,1,675,4,359
6,465,3,278,7,582
6,480,251,652,3,862
658,401,41,419,5,672
5,227,3,196,6,803
6,933,2,231,6,878
6,879,2,388,6,377
5,125,11,648,47,663
590,439,179,831,4,911
583,999,3,274,5,10
6,870,10,637,15,347
6,760,9,70,10,493
5,115,6,957,5,555
5,907,2,340,13,934
5,173,10,313,506,278
6,893,24,605,3,993
6,416,2,839,10,863
5,297,14,531,10,715
612,441,10,92,3,837
5,21,22,633,3,930
6,416,11,159,5,498
5,409,3,454,26,771
5,631,12,669,435,327
5,623,19,954,11,268
5,303,20,231,47,357
5,46,28,129,4,565
6,647,16,434,30,20
5,439,24,44,4,858
6,261,10,555,2,734
6,501,22,258,4,80
5,213,18,55,3,615
680,29,19,728,27,873
6,60,1,990,509,958
6,327,14,224,28,66
6,381,3,537,24,907
6,144,29,744,48,37
6,176,19,898,12,628
6,361,13,826,17,733
6,280,23,586,454,19
5,422,2,896,6,125
655,339,27,326,51,602
6,190,10,421,3,597
5,592,15,171,5,606
6,951,20,350,8,209
6,818,28,212,4,203
6,486,7,767,339,594
5,982,26,431,4,873
5,437,14,948,19,870
6,497,1,516,2,502
6,139,24,571,29,453
6,854,7,337,23,285
5,433,179,476,2,294
5,110,32,721,4,968
6,226,4,504,33,547
5,823,30,119,27,895
5,834,30,53,5,651
6,95,3,58,5,74
5,975,8,10,2,532
6,314,30,854,24,166
6,381,2,909,11,322
6,928,27,874,15,700
5,713,273,163,3,838
5,626,1,956,5,32
616,534,33,204,514,338
6,154,21,492,23,369
5,29,2,288,11,886
5,157,29,395,44,95
5,511,1,344,46,734
605,316,2,948,40,189
6,111,20,166,16,502
5,0,4,223,55,939
6,37,23,450,24,312
5,925,4,40,4,456
5,767,317,445,2,242
6,837,8,334,6,725
6,432,2,632,5,56
62,343,7,903,15,514
6,550,1,420,5,92
6,367,3,241,515,17
6,386,2,857,1,557
6,5,13,524,4,180
6,214,14,484,35,35
6,142,4,69,2,258
5,342,23,323,3,626
543,36,29,616,21,508
5,773,3,159,6,570
5,343,2,504,19,834
5,298,16,360,516,852
6,572,3,121,4,597
6,424,41,286,4,278
6,682,1,851,8,628
6,315,14,614,5,659
5,4,2,573,8,73
5,432,4,271,5,528
680,401,24,403,71,42
5,818,6,986,3,327
5,206,31,252,30,287
5,90,3,159,26,975
6,403,8,433,27,203
5,611,2,89,31,230
5,476,1,874,4,686
6,43,16,106,49,351
6,309,27,81,13,547
6,338,3,47,4,889
5,350,1,406,17,65
6,528,2,11,28,75
5,137,31,715,5,505
6,263,2,218,25,99
6,840,14,719,4,632
6,433,2,155,7,336
5,444,2,615,5,536
6,788,13,21,388,530
5,38,6,580,4,749
6,16,25,0,18,735
5,801,13,978,2,72
5,852,28,653,35,959
6,873,15,505,34,349
6,411,16,825,5,709
5,445,25,731,49,183
526,330,6,716,25,279
564,444,14,78,4,437
537,3,21,209,31,825
6,390,1,441,31,768
5,190,884,605,5,391
6,536,4,516,5,282
6,217,20,690,24,717
6,223,784,532,36,257
6,266,3,182,4,495
610,812,8,287,14,793
5,212,3,175,4,80
5,188,35,572,12,521
649,78,3,281,37,155
6,231,327,315,2,670
6,499,20,120,17,421
5,68,9,643,49,472
5,533,16,494,49,350
5,345,30,716,7,370
5,242,1,326,12,126
6,956,3,29,37,563
5,710,17,740,38,208
5,723,23,175,3,358
6,969,25,72,40,895
6,997,2,840,45,881
5,740,20,655,34,927
6,640,1,955,3,339
6,532,15,439,7,972
6,437,23,419,5,451
591,374,22,922,23,82
6,461,1,505,5,668
6,607,9,749,51,481
6,21,48,59,14,83
6,273,105,157,4,434
5,625,3,263,1,664
5,865,16,342,18,77
5,65,7,369,34,474
5,884,2,121,18,136
6,650,32,609,3,138
6,526,6,538,19,766
6,881,21,189,34,63
5,860,1,993,973,18
6,924,15,94,14,739
59,223,17,619,33,920
6,548,2,86,4,996
5,992,3,118,22,60
686,336,10,222,16,44
