TS,Voltage_main,Current_main,Temperature_main
13:38:47,9,6,3
13:38:48,7,31,10
13:38:49,9,5,9
13:38:50,7,9,24
13:38:51,9,3,4
13:38:52,9,7,3
13:38:53,8,4,5
13:38:54,9,4,1
13:38:55,8,31,27
13:38:56,9,8,2
13:38:57,8,6,14
13:38:58,7,7,38
13:38:59,9,12,15
13:39:00,95,5,5
13:39:01,828,8,12
13:39:02,8,4,5
13:39:03,8,6,29
13:39:04,8,5,13
13:39:05,8,6,17
13:39:06,8,6,36
13:39:07,9,26,35
13:39:08,7,7,12
13:39:09,8,4,3
13:39:10,794,5,5
13:39:11,7,7,3
13:39:12,9,8,5
13:39:13,804,18,60
13:39:14,9,44,46
13:39:15,9,4,15
13:39:16,9,4,8
13:39:17,9,2,46
13:39:18,8,3,8
13:39:19,8,4,14
13:39:20,9,7,242
13:39:21,9,4,46
13:39:22,9,9,33
13:39:23,9,4,4
13:39:24,9,42,2
13:39:25,787,8,25
13:39:26,8,6,3
13:39:27,8,15,2
13:39:28,8,8,40
13:39:29,9,8,14
13:39:30,8,6,5
13:39:31,8,6,5
13:39:32,9,9,3
13:39:33,9,3,19
13:39:34,9,4,49
13:39:35,8,9,11
13:39:36,9,15,27
13:39:37,8,16,25
13:39:38,769,5,9
13:39:39,8,5,2
13:39:40,9,23,20
13:39:41,8,6,1
13:39:42,8,34,1
13:39:43,8,7,1
13:39:44,8,5,21
13:39:45,8,7,21
13:39:46,8,8,17
13:39:47,9,3,5
13:39:48,8,5,5
13:39:49,8,44,1
13:39:50,9,7,4
13:39:51,7,9,8
13:39:52,764,33,1
13:39:53,9,7,2
13:39:54,7,7,49
13:39:55,9,8,29
13:39:56,8,7,28
13:39:57,9,8,2
13:39:58,8,13,4
13:39:59,9,4,1
13:40:00,8,7,1
13:40:01,8,9,31
13:40:02,8,7,32
13:40:03,785,5,19
13:40:04,8,29,5
13:40:05,9,8,4
13:40:06,9,16,42
13:40:07,9,5,4
13:40:08,9,7,11
13:40:09,9,3,4
13:40:10,8,7,4
13:40:11,8,5,23
13:40:12,8,2,5
13:40:13,815,9,48
13:40:14,8,19,3
13:40:15,8,31,1
13:40:16,9,9,2
13:40:17,7,28,3
13:40:18,9,1,35
13:40:19,9,62,1
13:40:20,8,9,14
13:40:21,8,35,1
13:40:22,9,30,56
13:40:23,7,8,5
13:40:24,8,17,1
13:40:25,8,8,38
13:40:26,9,7,43
13:40:27,9,9,3
13:40:28,9,1,5
13:40:29,8,7,24
13:40:30,9,8,29
13:40:31,8,15,2
13:40:32,9,16,5
13:40:33,8,43,41
13:40:34,7,6,15
13:40:35,8,4,3
13:40:36,7,8,41
13:40:37,773,4,10
13:40:38,7,3,16
13:40:39,7,9,26
13:40:40,7,5,3
13:40:41,8,7,4
13:40:42,7,7,14
13:40:43,7,3,5
13:40:44,8,48,1
13:40:45,8,36,16
13:40:46,8,2,10
13:40:47,9,4,3
13:40:48,8,5,18
13:40:49,9,7,43
13:40:50,7,8,11
13:40:51,9,5,22
13:40:52,9,24,35
13:40:53,9,7,4
13:40:54,7,6,44
13:40:55,9,9,48
13:40:56,9,9,9
13:40:57,8,15,4
13:40:58,8,8,4
13:40:59,8,33,33
13:41:00,9,48,28
13:41:01,9,3,4
13:41:02,7,9,5
13:41:03,8,7,19
13:41:04,7,9,3
13:41:05,8,3,47
13:41:06,8,8,2
13:41:07,8,14,4
13:41:08,9,6,24
13:41:09,9,14,13
13:41:10,9,9,5
13:41:11,9,21,34
13:41:12,9,6,2
13:41:13,9,5,3
13:41:14,8,6,38
13:41:15,8,9,3
13:41:16,8,6,22
13:41:17,8,2,10
13:41:18,8,6,2
13:41:19,9,7,109
13:41:20,9,5,38
13:41:21,9,3,48
13:41:22,7,5,33
13:41:23,8,9,27
13:41:24,97,6,8
13:41:25,8,7,48
13:41:26,8,2,2
13:41:27,7,5,18
13:41:28,8,2,5
13:41:29,8,4,3
13:41:30,9,4,5
13:41:31,8,7,33
13:41:32,8,9,5
13:41:33,8,11,2
13:41:34,7,4,10
13:41:35,9,7,3
13:41:36,9,34,47
13:41:37,8,5,1
13:41:38,8,5,5
13:41:39,8,5,3
13:41:40,8,6,8
13:41:41,9,13,32
13:41:42,9,8,17
13:41:43,9,18,5
13:41:44,9,8,3
13:41:45,7,8,4
13:41:46,7,3,18
13:41:47,9,8,2
13:41:48,9,33,3
13:41:49,8,12,5
13:41:50,9,12,34
13:41:51,7,9,20
13:41:52,8,5,4
13:41:53,9,5,10
13:41:54,9,9,5
13:41:55,8,9,34
13:41:56,9,7,36
13:41:57,8,2,42
13:41:58,8,4,18
13:41:59,8,11,2
13:42:00,9,9,4
13:42:01,9,43,26
13:42:02,9,9,3
13:42:03,8,8,21
13:42:04,7,8,3
13:42:05,8,5,47
13:42:06,9,4,5
13:42:07,7,6,28
13:42:08,831,2,13
13:42:09,83,24,202
13:42:10,9,6,3
13:42:11,9,8,3
13:42:12,9,7,11
13:42:13,8,7,14
13:42:14,8,4,32
13:42:15,10,22,37
13:42:16,817,36,49
13:42:17,9,11,5
13:42:18,8,5,7
13:42:19,9,4,21
13:42:20,8,6,5
13:42:21,9,3,4
13:42:22,7,22,5
13:42:23,7,3,26
13:42:24,8,7,30
13:42:25,8,6,14
13:42:26,7,8,45
13:42:27,7,47,46
13:42:28,8,15,28
13:42:29,9,9,2
13:42:30,7,8,5
13:42:31,8,4,18
13:42:32,9,8,39
13:42:33,7,7,4
13:42:34,81,8,12
13:42:35,8,38,4
13:42:36,7,9,5
13:42:37,806,10,1
13:42:38,9,1,25
13:42:39,8,17,16
13:42:40,8,6,2
13:42:41,9,8,6
13:42:42,9,4,13
13:42:43,7,6,5
13:42:44,7,25,3
13:42:45,9,9,19
13:42:46,8,9,2
13:42:47,9,3,12
13:42:48,9,6,33
13:42:49,9,8,24
13:42:50,9,20,22
13:42:51,9,5,4
13:42:52,8,8,6
13:42:53,8,7,4
13:42:54,9,42,7
13:42:55,9,9,2
13:42:56,8,9,4
13:42:57,9,6,4
13:42:58,8,9,35
13:42:59,9,7,46
13:43:00,7,9,48
13:43:01,7,2,4
13:43:02,9,20,5
13:43:03,9,6,6
13:43:04,7,5,5
13:43:05,8,5,19
13:43:06,9,7,44
13:43:07,99,3,47
13:43:08,9,2,2
13:43:09,8,30,4
13:43:10,9,3,21
13:43:11,9,4,5
13:43:12,8,8,2
13:43:13,9,4,3
13:43:14,7,2,4
13:43:15,7,6,14
13:43:16,7,6,43
13:43:17,9,3,3
13:43:18,8,2,8
13:43:19,8,8,3
13:43:20,833,4,24
13:43:21,9,7,5
13:43:22,86,1,18
13:43:23,9,9,44
13:43:24,8,42,5
13:43:25,9,5,52
13:43:26,7,6,10
13:43:27,8,6,4
13:43:28,9,4,4
13:43:29,9,17,2
13:43:30,8,6,43
13:43:31,9,14,21
13:43:32,9,41,4
13:43:33,817,2,10
13:43:34,9,5,3
13:43:35,9,5,19
13:43:36,7,21,35
13:43:37,9,6,1
13:43:38,8,27,20
13:43:39,9,9,39
13:43:40,7,35,23
13:43:41,8,3,10
13:43:42,7,2,33
13:43:43,9,5,11
13:43:44,7,1,5
13:43:45,8,4,15
13:43:46,7,5,41
13:43:47,800,8,2
13:43:48,7,7,8
13:43:49,9,8,4
13:43:50,802,5,14
13:43:51,8,13,2
13:43:52,9,47,37
13:43:53,9,5,2
13:43:54,9,27,1
13:43:55,84,9,2
13:43:56,8,8,37
13:43:57,7,8,10
13:43:58,9,9,13
13:43:59,9,3,4
13:44:00,8,2,5
13:44:01,7,6,45
13:44:02,8,5,4
13:44:03,9,8,1
13:44:04,8,5,2
13:44:05,9,5,5
13:44:06,838,3,9
13:44:07,7,6,2
13:44:08,8,2,2
13:44:09,9,6,21
13:44:10,9,7,40
13:44:11,9,5,9
13:44:12,9,1,17
13:44:13,8,7,33
13:44:14,9,8,29
13:44:15,7,2,22
13:44:16,8,7,4
13:44:17,7,8,4
13:44:18,8,22,17
13:44:19,9,23,8
13:44:20,9,9,3
13:44:21,832,8,2
13:44:22,8,21,4
13:44:23,9,8,3
13:44:24,8,11,4
13:44:25,7,9,2
13:44:26,8,9,8
13:44:27,9,3,12
13:44:28,7,81,213
13:44:29,782,21,4
13:44:30,9,5,19
13:44:31,8,36,5
13:44:32,8,9,3
13:44:33,7,19,5
13:44:34,9,8,5
13:44:35,79,6,3
13:44:36,8,3,3
13:44:37,7,15,3
13:44:38,8,5,43
13:44:39,7,4,20
13:44:40,8,5,3
13:44:41,8,5,23
13:44:42,9,7,18
13:44:43,8,9,4
13:44:44,8,8,1
13:44:45,9,6,21
13:44:46,8,5,5
13:44:47,7,9,36
13:44:48,9,13,4
13:44:49,9,7,38
13:44:50,9,3,5
13:44:51,7,5,38
13:44:52,9,48,2
13:44:53,9,4,45
13:44:54,7,18,4
13:44:55,7,5,45
13:44:56,9,33,26
13:44:57,81,3,4
13:44:58,8,35,2
13:44:59,8,8,45
13:45:00,8,9,21
13:45:01,8,7,22
13:45:02,8,26,44
13:45:03,9,8,7
13:45:04,7,5,2
13:45:05,8,9,19
13:45:06,8,3,2
13:45:07,8,8,3
13:45:08,9,35,15
13:45:09,9,49,29
13:45:10,9,9,4
13:45:11,9,6,2
13:45:12,8,6,5
13:45:13,9,3,4
13:45:14,9,6,5
13:45:15,9,44,2
13:45:16,9,6,189
13:45:17,7,24,34
13:45:18,8,4,19
13:45:19,9,1,2
13:45:20,8,2,29
13:45:21,7,19,4
13:45:22,9,39,24
13:45:23,7,5,30
13:45:24,8,7,34
13:45:25,9,9,1
13:45:26,8,40,5
13:45:27,9,5,4
13:45:28,8,2,5
13:45:29,9,3,48
13:45:30,9,5,4
13:45:31,9,8,4
13:45:32,8,19,3
13:45:33,8,5,5
13:45:34,8,9,29
13:45:35,8,2,2
13:45:36,9,39,4
13:45:37,8,9,1
13:45:38,8,17,26
13:45:39,9,7,5
13:45:40,7,28,9
13:45:41,7,7,22
13:45:42,7,6,34
13:45:43,8,9,36
13:45:44,8,8,13
13:45:45,9,11,33
13:45:46,7,6,20
13:45:47,8,8,48
13:45:48,810,5,19
13:45:49,795,5,3
13:45:50,8,2,1
13:45:51,9,5,21
13:45:52,9,25,5
13:45:53,9,32,4
13:45:54,8,6,7
13:45:55,8,5,8
13:45:56,8,2,27
13:45:57,8,3,2
13:45:58,9,2,2
13:45:59,9,5,3
13:46:00,9,2,4
13:46:01,8,21,5
13:46:02,752,3,11
13:46:03,9,7,21
13:46:04,8,6,44
13:46:05,9,6,2
13:46:06,8,3,10
13:46:07,7,192,4
13:46:08,9,30,5
13:46:09,8,8,37
13:46:10,7,14,16
13:46:11,9,9,11
13:46:12,7,46,6
13:46:13,7,32,2
13:46:14,9,25,5
13:46:15,9,6,15
13:46:16,8,5,25
13:46:17,8,22,8
13:46:18,752,44,22
13:46:19,7,20,2
13:46:20,9,7,2
13:46:21,9,20,23
13:46:22,9,5,4
13:46:23,9,17,2
13:46:24,8,2,5
13:46:25,8,7,3
13:46:26,9,3,18
13:46:27,8,27,3
13:46:28,9,7,9
13:46:29,9,7,9
13:46:30,9,28,5
13:46:31,8,5,16
13:46:32,9,11,48
13:46:33,7,6,4
13:46:34,9,7,4
13:46:35,9,7,1
13:46:36,7,5,22
13:46:37,8,18,43
13:46:38,8,9,21
13:46:39,9,9,2
13:46:40,9,12,38
13:46:41,8,7,5
13:46:42,9,3,4
13:46:43,9,5,2
13:46:44,8,21,4
13:46:45,7,3,3
13:46:46,9,2,3
13:46:47,7,7,3
13:46:48,768,4,17
13:46:49,97,6,5
13:46:50,9,8,3
13:46:51,821,6,3
13:46:52,7,16,14
13:46:53,7,3,6
13:46:54,8,8,3
13:46:55,9,5,3
13:46:56,8,5,4
13:46:57,8,5,5
13:46:58,7,59,5
13:46:59,8,4,14
13:47:00,7,6,15
13:47:01,7,8,5
13:47:02,7,7,4
13:47:03,8,5,8
13:47:04,7,25,3
13:47:05,90,4,3
13:47:06,9,7,33
13:47:07,7,26,18
13:47:08,8,7,25
13:47:09,7,6,17
13:47:10,9,6,17
13:47:11,7,9,35
13:47:12,759,5,5
13:47:13,9,49,8
13:47:14,8,8,3
13:47:15,7,15,5
13:47:16,8,9,24
13:47:17,95,8,3
13:47:18,7,9,36
13:47:19,7,6,35
13:47:20,85,5,13
13:47:21,7,7,2
13:47:22,9,22,43
13:47:23,9,9,12
13:47:24,9,20,15
13:47:25,8,7,49
13:47:26,9,9,35
13:47:27,9,22,3
13:47:28,9,3,4
13:47:29,7,25,12
13:47:30,8,6,5
13:47:31,9,3,5
13:47:32,8,5,57
13:47:33,9,22,5
13:47:34,7,23,5
13:47:35,7,2,5
13:47:36,9,7,41
13:47:37,7,12,3
13:47:38,8,6,3
13:47:39,794,12,3
13:47:40,7,6,34
13:47:41,9,8,3
13:47:42,7,7,8
13:47:43,8,5,22
13:47:44,9,38,22
13:47:45,8,3,27
13:47:46,8,27,3
13:47:47,7,5,11
13:47:48,9,6,19
13:47:49,7,2,34
13:47:50,7,6,9
13:47:51,8,8,21
13:47:52,7,7,23
13:47:53,9,6,5
13:47:54,9,49,4
13:47:55,8,175,5
13:47:56,8,8,42
13:47:57,843,2,2
13:47:58,9,3,7
13:47:59,7,6,5
13:48:00,7,5,2
13:48:01,9,5,1
13:48:02,763,2,46
13:48:03,8,3,31
13:48:04,7,6,39
13:48:05,7,9,3
13:48:06,7,93,11
13:48:07,9,76,37
13:48:08,7,6,12
13:48:09,7,4,3
13:48:10,7,4,37
13:48:11,7,4,43
13:48:12,8,6,3
13:48:13,9,9,42
13:48:14,9,6,42
13:48:15,779,8,9
13:48:16,9,5,5
13:48:17,9,7,5
13:48:18,8,41,8
13:48:19,9,6,8
13:48:20,7,2,19
13:48:21,7,9,31
13:48:22,8,7,4
13:48:23,7,5,37
13:48:24,7,8,4
13:48:25,9,39,3
13:48:26,9,5,8
13:48:27,8,2,12
13:48:28,8,29,1
13:48:29,8,42,164
13:48:30,7,8,3
13:48:31,9,7,24
13:48:32,8,17,40
13:48:33,8,29,2
13:48:34,9,4,2
13:48:35,7,7,5
13:48:36,811,6,32
13:48:37,8,89,14
13:48:38,9,3,1
13:48:39,7,39,3
13:48:40,9,45,3
13:48:41,7,6,23
13:48:42,8,46,2
13:48:43,7,42,2
13:48:44,7,22,5
13:48:45,8,2,5
13:48:46,8,4,13
13:48:47,8,1,4
13:48:48,8,29,33
13:48:49,9,47,10
13:48:50,8,22,4
13:48:51,9,13,28
13:48:52,8,8,26
13:48:53,9,6,7
13:48:54,8,19,42
13:48:55,7,8,45
13:48:56,8,5,24
13:48:57,9,37,18
13:48:58,7,6,25
13:48:59,7,6,2
13:49:00,8,9,5
13:49:01,7,8,5
13:49:02,9,22,6
13:49:03,8,29,4
13:49:04,9,119,47
13:49:05,8,29,48
13:49:06,8,4,14
13:49:07,7,23,2
13:49:08,8,5,13
13:49:09,9,47,43
13:49:10,9,7,4
13:49:11,8,8,21
13:49:12,8,6,34
13:49:13,8,4,3
13:49:14,9,6,3
13:49:15,9,3,4
13:49:16,8,7,1
13:49:17,9,8,29
13:49:18,8,32,1
13:49:19,9,4,4
13:49:20,8,5,3
13:49:21,9,8,9
13:49:22,8,34,5
13:49:23,9,6,4
13:49:24,9,19,2
13:49:25,9,13,13
13:49:26,8,15,5
13:49:27,8,48,19
13:49:28,9,24,6
13:49:29,839,9,30
13:49:30,9,7,31
13:49:31,7,3,4
13:49:32,8,7,15
13:49:33,7,2,32
13:49:34,9,9,3
13:49:35,7,49,5
13:49:36,8,33,9
13:49:37,7,5,5
13:49:38,8,8,24
13:49:39,78,9,3
13:49:40,8,7,2
13:49:41,9,9,2
13:49:42,8,8,4
13:49:43,7,7,3
13:49:44,7,6,1
13:49:45,8,6,4
13:49:46,7,9,5
13:49:47,8,5,26
13:49:48,9,5,48
13:49:49,763,9,3
13:49:50,8,7,20
13:49:51,8,5,27
13:49:52,9,27,4
13:49:53,7,8,29
13:49:54,8,31,3
13:49:55,8,6,5
13:49:56,9,22,4
13:49:57,7,46,39
13:49:58,7,7,3
13:49:59,7,3,4
13:50:00,7,8,10
13:50:01,9,33,30
13:50:02,8,13,7
13:50:03,8,39,18
13:50:04,9,32,3
13:50:05,9,27,47
13:50:06,9,31,19
13:50:07,8,15,15
13:50:08,9,8,2
13:50:09,8,6,18
13:50:10,8,6,2
13:50:11,7,2,45
13:50:12,8,44,17
13:50:13,8,2,2
13:50:14,7,5,44
13:50:15,8,8,29
13:50:16,9,8,25
13:50:17,9,16,30
13:50:18,7,7,45
13:50:19,8,39,39
13:50:20,9,20,11
13:50:21,8,2,21
13:50:22,8,9,5
13:50:23,7,3,4
13:50:24,8,7,5
13:50:25,8,8,5
13:50:26,8,5,2
13:50:27,8,4,29
13:50:28,8,2,14
13:50:29,8,21,3
13:50:30,8,5,3
13:50:31,8,15,17
13:50:32,8,7,35
13:50:33,9,7,4
13:50:34,7,9,3
13:50:35,9,17,4
13:50:36,9,3,36
13:50:37,8,5,3
13:50:38,9,7,25
13:50:39,8,31,13
13:50:40,7,12,30
13:50:41,9,18,5
13:50:42,815,5,60
13:50:43,9,9,36
13:50:44,8,8,47
13:50:45,8,8,5
13:50:46,9,5,5
13:50:47,9,5,34
13:50:48,8,19,5
13:50:49,9,23,6
13:50:50,9,8,23
13:50:51,828,3,1
13:50:52,8,9,5
13:50:53,820,6,7
13:50:54,9,25,23
13:50:55,8,6,5
13:50:56,8,16,21
13:50:57,7,5,2
13:50:58,8,46,1
13:50:59,8,9,36
13:51:00,8,44,43
13:51:01,7,42,11
13:51:02,9,12,33
13:51:03,8,20,5
13:51:04,8,20,14
13:51:05,8,6,4
13:51:06,8,7,20
13:51:07,8,18,24
13:51:08,8,5,46
13:51:09,7,22,15
13:51:10,8,6,13
13:51:11,9,2,25
13:51:12,9,8,3
13:51:13,9,5,24
13:51:14,8,23,9
13:51:15,7,3,3
13:51:16,7,21,11
13:51:17,8,23,4
13:51:18,7,31,4
13:51:19,9,8,19
13:51:20,9,17,3
13:51:21,9,3,28
13:51:22,9,24,5
13:51:23,7,8,84
13:51:24,7,4,1
13:51:25,7,7,5
13:51:26,8,41,16
13:51:27,8,15,26
13:51:28,9,15,5
13:51:29,805,3,3
13:51:30,8,33,35
13:51:31,9,6,3
13:51:32,8,2,3
13:51:33,9,36,10
13:51:34,9,5,25
13:51:35,8,4,46
13:51:36,7,7,3
13:51:37,7,2,48
13:51:38,7,5,2
13:51:39,9,2,8
13:51:40,8,7,2
13:51:41,9,4,8
13:51:42,8,16,5
13:51:43,9,5,42
13:51:44,8,25,24
13:51:45,8,6,5
13:51:46,7,20,2
13:51:47,8,1,5
13:51:48,9,6,23
13:51:49,9,1,11
13:51:50,8,8,1
13:51:51,8,7,4
13:51:52,8,8,4
13:51:53,9,8,2
13:51:54,8,7,15
13:51:55,7,13,22
13:51:56,9,34,7
13:51:57,9,6,4
13:51:58,7,11,5
13:51:59,9,5,2
13:52:00,8,6,4
13:52:01,831,22,19
13:52:02,8,49,9
13:52:03,9,5,37
13:52:04,8,7,17
13:52:05,8,21,19
13:52:06,8,43,6
13:52:07,8,7,1
13:52:08,8,39,1
13:52:09,8,26,54
13:52:10,8,13,1
13:52:11,9,2,2
13:52:12,8,3,3
13:52:13,9,9,2
13:52:14,9,4,180
13:52:15,7,5,3
13:52:16,7,44,2
13:52:17,8,32,1
13:52:18,7,6,8
13:52:19,8,7,4
13:52:20,8,4,5
13:52:21,8,13,16
13:52:22,8,7,1
13:52:23,8,3,39
13:52:24,843,2,29
13:52:25,8,15,5
13:52:26,8,6,4
13:52:27,8,9,21
13:52:28,823,47,31
13:52:29,7,8,4
13:52:30,7,2,42
13:52:31,9,8,5
13:52:32,7,8,14
13:52:33,8,22,3
13:52:34,8,41,2
13:52:35,8,43,10
13:52:36,8,5,18
13:52:37,9,4,2
13:52:38,8,7,2
13:52:39,9,4,55
13:52:40,8,2,1
13:52:41,8,7,4
13:52:42,9,8,17
13:52:43,8,3,59
13:52:44,8,4,3
13:52:45,8,5,46
13:52:46,9,44,4
13:52:47,8,6,5
13:52:48,9,8,4
13:52:49,8,23,22
13:52:50,9,5,7
13:52:51,8,5,13
13:52:52,8,21,47
13:52:53,9,8,34
13:52:54,7,9,29
13:52:55,9,6,5
13:52:56,7,6,21
13:52:57,7,1,3
13:52:58,8,7,17
13:52:59,8,9,4
13:53:00,8,8,9
13:53:01,7,7,3
13:53:02,9,3,49
13:53:03,9,36,5
13:53:04,9,9,2
13:53:05,9,22,44
13:53:06,797,7,1
13:53:07,8,19,4
13:53:08,9,16,3
13:53:09,8,6,4
13:53:10,8,7,3
13:53:11,9,3,4
13:53:12,7,3,1
13:53:13,8,28,13
13:53:14,7,9,4
13:53:15,9,1,5
13:53:16,7,89,1
13:53:17,9,45,25
13:53:18,9,2,22
13:53:19,9,35,23
13:53:20,9,8,3
13:53:21,9,11,21
13:53:22,9,9,13
13:53:23,9,7,55
13:53:24,7,4,46
13:53:25,9,6,28
13:53:26,9,9,14
13:53:27,9,5,4
13:53:28,7,19,1
13:53:29,9,19,41
13:53:30,8,7,4
13:53:31,7,9,40
13:53:32,9,6,32
13:53:33,8,2,17
13:53:34,9,4,10
13:53:35,7,6,38
13:53:36,7,7,30
13:53:37,8,7,47
13:53:38,8,4,1
13:53:39,8,4,4
13:53:40,9,5,5
13:53:41,9,6,5
13:53:42,8,22,5
13:53:43,8,12,6
13:53:44,9,1,12
13:53:45,7,14,21
13:53:46,8,6,5
13:53:47,9,8,6
13:53:48,779,9,31
13:53:49,9,15,39
13:53:50,9,30,9
13:53:51,845,4,5
13:53:52,8,3,38
13:53:53,9,15,19
13:53:54,9,2,3
13:53:55,9,3,31
13:53:56,9,48,5
13:53:57,9,4,3
13:53:58,8,5,5
13:53:59,7,5,2
13:54:00,7,6,1
13:54:01,7,12,42
13:54:02,9,36,3
13:54:03,9,6,24
13:54:04,8,3,19
13:54:05,8,5,18
13:54:06,9,8,4
13:54:07,9,49,3
13:54:08,8,9,6
13:54:09,9,8,1
13:54:10,8,28,5
13:54:11,7,6,35
13:54:12,8,3,5
13:54:13,8,48,4
13:54:14,8,6,4
13:54:15,9,4,3
13:54:16,7,13,5
13:54:17,819,5,28
13:54:18,845,5,3
13:54:19,9,47,4
13:54:20,9,5,1
13:54:21,9,8,32
13:54:22,7,2,8
13:54:23,9,49,14
13:54:24,9,3,48
13:54:25,9,6,45
13:54:26,8,47,39
13:54:27,7,47,1
13:54:28,9,1,28
13:54:29,9,19,27
13:54:30,7,17,3
13:54:31,7,15,2
13:54:32,9,6,2
13:54:33,8,34,3
13:54:34,9,9,5
13:54:35,9,9,21
13:54:36,8,7,8
13:54:37,9,7,5
13:54:38,9,45,10
13:54:39,9,19,5
13:54:40,8,8,5
13:54:41,8,9,4
13:54:42,7,7,4
13:54:43,8,5,50
13:54:44,810,18,2
13:54:45,809,9,19
13:54:46,8,5,12
13:54:47,778,5,2
13:54:48,9,6,3
13:54:49,7,5,4
13:54:50,9,3,5
13:54:51,9,4,2
13:54:52,9,9,27
13:54:53,88,5,16
13:54:54,9,6,7
13:54:55,9,6,26
13:54:56,9,4,2
13:54:57,7,1,36
13:54:58,7,34,216
13:54:59,9,6,2
13:55:00,8,8,42
13:55:01,9,3,25
13:55:02,8,31,16
13:55:03,9,5,26
13:55:04,9,14,13
13:55:05,9,3,4
13:55:06,767,8,13
13:55:07,7,3,5
13:55:08,7,7,2
13:55:09,758,19,5
13:55:10,8,3,5
13:55:11,8,8,1
13:55:12,8,23,3
13:55:13,7,31,5
13:55:14,9,6,17
13:55:15,759,8,4
13:55:16,8,8,4
13:55:17,9,5,3
13:55:18,9,7,4
13:55:19,7,8,12
13:55:20,9,6,8
13:55:21,7,5,5
13:55:22,7,6,45
13:55:23,8,5,4
13:55:24,8,47,40
13:55:25,9,8,2
13:55:26,8,9,23
13:55:27,9,7,26
13:55:28,8,2,2
13:55:29,9,7,4
13:55:30,7,7,12
13:55:31,9,3,2
13:55:32,9,4,32
13:55:33,8,5,2
13:55:34,7,3,5
13:55:35,9,5,8
13:55:36,8,9,47
13:55:37,800,14,3
13:55:38,8,2,5
13:55:39,8,7,8
13:55:40,8,9,4
13:55:41,9,4,12
13:55:42,9,7,4
13:55:43,8,9,5
13:55:44,8,13,46
13:55:45,9,19,9
13:55:46,8,7,4
13:55:47,9,43,1
13:55:48,8,15,32
13:55:49,845,6,5
13:55:50,806,6,21
13:55:51,9,6,5
13:55:52,8,20,20
13:55:53,8,22,5
13:55:54,9,30,1
13:55:55,8,5,20
13:55:56,9,15,14
13:55:57,7,2,22
13:55:58,7,9,12
13:55:59,8,9,6
13:56:00,8,9,4
13:56:01,7,2,41
13:56:02,8,6,12
13:56:03,7,20,23
13:56:04,8,9,52
13:56:05,9,6,42
13:56:06,8,5,4
13:56:07,9,8,44
13:56:08,7,6,12
13:56:09,7,30,17
13:56:10,8,8,1
13:56:11,9,4,38
13:56:12,8,14,2
13:56:13,9,8,4
13:56:14,9,9,3
13:56:15,8,9,37
13:56:16,7,78,22
13:56:17,7,4,4
13:56:18,8,7,9
13:56:19,8,5,28
13:56:20,8,32,22
13:56:21,8,5,5
13:56:22,8,5,3
13:56:23,9,5,5
13:56:24,9,9,4
13:56:25,9,17,35
13:56:26,9,7,5
13:56:27,8,17,21
13:56:28,9,8,2
13:56:29,9,13,30
13:56:30,8,3,8
13:56:31,7,6,5
13:56:32,9,8,5
13:56:33,7,9,30
13:56:34,8,8,15
13:56:35,8,3,2
13:56:36,8,32,3
13:56:37,9,6,30
13:56:38,9,34,2
13:56:39,9,8,3
13:56:40,7,5,34
13:56:41,9,1,36
13:56:42,8,29,12
13:56:43,8,22,7
13:56:44,9,7,2
13:56:45,7,28,3
13:56:46,9,41,3
13:56:47,9,31,15
13:56:48,9,7,8
13:56:49,9,3,8
13:56:50,9,17,28
13:56:51,8,17,27
13:56:52,8,8,40
13:56:53,8,74,3
13:56:54,810,5,1
13:56:55,9,9,22
13:56:56,7,20,4
13:56:57,9,8,3
13:56:58,7,6,5
13:56:59,7,7,42
13:57:00,8,4,12
13:57:01,8,7,2
13:57:02,8,20,5
13:57:03,8,27,5
13:57:04,8,6,3
13:57:05,8,35,7
13:57:06,7,9,3
13:57:07,9,5,12
13:57:08,9,4,4
13:57:09,8,4,5
13:57:10,9,20,25
13:57:11,8,8,3
13:57:12,9,1,3
13:57:13,7,9,6
13:57:14,8,8,1
13:57:15,9,8,42
13:57:16,7,42,3
13:57:17,8,9,18
13:57:18,7,8,3
13:57:19,9,18,2
13:57:20,9,1,18
13:57:21,7,9,3
13:57:22,8,6,4
13:57:23,8,6,5
13:57:24,8,7,245
13:57:25,9,6,27
13:57:26,7,26,5
13:57:27,9,7,18
13:57:28,9,7,34
13:57:29,7,28,5
13:57:30,757,8,2
13:57:31,7,19,26
13:57:32,7,8,36
13:57:33,7,44,44
13:57:34,9,15,24
13:57:35,9,6,39
13:57:36,8,7,15
13:57:37,9,43,41
13:57:38,9,6,4
13:57:39,8,97,4
13:57:40,7,13,2
13:57:41,8,9,40
13:57:42,776,2,25
13:57:43,9,8,18
13:57:44,9,35,2
13:57:45,8,5,33
13:57:46,7,4,17
13:57:47,9,3,16
13:57:48,9,25,14
13:57:49,9,3,19
13:57:50,7,6,25
13:57:51,8,4,28
13:57:52,9,40,20
13:57:53,9,7,5
13:57:54,7,37,47
13:57:55,9,6,19
13:57:56,9,45,5
13:57:57,9,7,25
13:57:58,8,1,4
13:57:59,9,6,5
13:58:00,9,2,3
13:58:01,9,6,2
13:58:02,7,5,2
13:58:03,9,8,1
13:58:04,7,8,31
13:58:05,9,8,42
13:58:06,9,6,47
13:58:07,8,8,24
13:58:08,8,5,48
13:58:09,8,9,21
13:58:10,7,6,3
